1.273823767249908201e+00;5.217127998810644485e-02
2.112972988456361279e+00;6.206760541158828914e-02
2.937870585202372098e+00;7.209008795803262259e-02
3.696599925524907349e+00;8.019642645840741046e-02
4.521497522270918168e+00;9.254092217883469473e-02
5.346395119016928987e+00;1.065751587583325666e-01
6.171292715762941583e+00;1.234256301029463820e-01
6.996190312508952402e+00;1.421066540448860938e-01
7.821087909254963222e+00;1.594734350964384095e-01
8.587659413301762967e+00;1.757502289888990266e-01
9.423520561307023868e+00;1.966502043773499242e-01
1.035410679219221031e+01;2.188907733908325159e-01
1.092486927074879510e+01;2.470009685463476767e-01
1.159874394889863503e+01;2.699050408235712517e-01
1.210055665358578203e+01;2.960389171564181687e-01
1.245644997278794897e+01;3.203097759633968256e-01
1.284077726218097659e+01;3.407040093874496023e-01
1.328707602506692176e+01;3.623101364291756443e-01
1.376878705852024076e+01;3.883981185658502699e-01
1.439027240697774879e+01;4.137575303382901026e-01
1.487021282690269608e+01;4.406744763933263531e-01
1.528607029303085518e+01;4.636737269751114443e-01
1.577010111426198868e+01;4.861097306038734134e-01
1.631847053937154612e+01;5.066975801680275726e-01
1.698573967788768613e+01;5.281210362315682527e-01
1.760737303428719258e+01;5.528611998580049702e-01
1.830371516141044452e+01;5.827334043308485256e-01
1.878579817249578099e+01;6.037545852561827520e-01
1.928784623757555750e+01;6.260765984301660536e-01
1.967643436166251547e+01;6.530185776831144429e-01
2.008623197400373783e+01;6.802421804125745597e-01
2.053200996820486779e+01;7.028307300911135203e-01
2.086478115780126785e+01;7.268391314637321354e-01
2.137773831234345323e+01;7.446087905441829413e-01
2.167672080433101200e+01;7.720035761711303568e-01
2.191933774455043249e+01;7.937861869041611396e-01
2.221430112762930520e+01;8.159283713958901396e-01
2.252759556841365196e+01;8.402981895633653275e-01
2.288539428833319533e+01;8.675107482349230237e-01
2.333533843201283275e+01;8.929010373525817501e-01
2.376598350090230127e+01;9.170992584703980821e-01
2.405316375927358052e+01;9.442172523961661623e-01
2.435653518948182494e+01;9.709245454186882229e-01
2.461900260662828543e+01;9.923882775213979102e-01
2.495229456490950071e+01;1.015614018941435770e+00
2.532800549969923765e+01;1.039030489488423470e+00
2.574386296582738964e+01;1.061881105457605390e+00
2.619957562416959718e+01;1.084393532551147121e+00
2.677167654893872850e+01;1.106106575158758432e+00
2.729893307643948930e+01;1.129214231887848863e+00
2.775611316395023920e+01;1.153870284910398558e+00
2.820605730762987662e+01;1.178481047607778276e+00
2.865665926438507682e+01;1.200410623055093717e+00
2.917677013612392045e+01;1.227645205257322347e+00
2.992548671383423198e+01;1.246560170394036327e+00
3.073074389161009634e+01;1.273895081449927247e+00
3.151814614304947071e+01;1.294744606161006617e+00
3.234304373979548330e+01;1.302442314518991839e+00
3.320832093917942274e+01;1.292982654154113176e+00
3.393570316901072914e+01;1.277391235751193177e+00
3.469538329798027121e+01;1.267204794615814256e+00
3.539003390576639418e+01;1.255411193941545545e+00
3.611565232910940892e+01;1.248182858044412979e+00
3.631755034229899337e+01;1.228469214688597155e+00
3.702996190312509128e+01;1.222109217844042250e+00
3.772031737847670740e+01;1.168185224628249141e+00
3.824856062559079106e+01;1.149929120814104921e+00
3.883866594101191083e+01;1.126284594853995014e+00
3.936848738672323833e+01;1.105137895027475281e+00
3.976712211050958246e+01;1.080898512996489647e+00
4.032734668156169278e+01;1.057998658935826342e+00
4.093288648277047770e+01;1.032271526052143784e+00
4.151333390621867636e+01;9.978464087090286316e-01
4.186004411217095367e+01;9.748754694820250810e-01
4.231103707669833369e+01;9.475317440812649483e-01
4.274367567639031051e+01;9.206836393204871349e-01
4.291048189204930452e+01;8.992435477721244519e-01
4.330168332808188580e+01;8.785739491710383708e-01
4.371819412219644363e+01;8.531413935234489765e-01
4.411158278670524169e+01;8.255661525920667820e-01
4.450559637363582510e+01;7.989288742949552935e-01
4.490619002606628385e+01;7.764580128584388508e-01
4.535613416974592838e+01;7.546515205301148610e-01
4.574138046270039126e+01;7.315289446350859981e-01
4.611320930365787518e+01;7.068966690332505465e-01
4.653971885652087082e+01;6.825655740937957017e-01
4.691467230958723889e+01;6.583635565810752599e-01
4.738617627681820466e+01;6.355297597917407559e-01
4.785361824830761179e+01;6.133513894914912612e-01
4.828793933144281425e+01;5.913078333924980390e-01
4.866289278450918232e+01;5.717582375743393008e-01
4.909359589572883920e+01;5.464364437303175226e-01
4.953796797570966248e+01;5.243166489172880196e-01
5.006428131534473636e+01;5.012763282451782043e-01
5.057019277591589912e+01;4.703774701218791376e-01
5.118237168164125706e+01;4.558195611301752992e-01
5.177563136738182692e+01;4.353736967354291387e-01
5.274519850476927729e+01;3.961427641699208912e-01
5.344917361290139013e+01;3.767553346743974796e-01
5.423150296468162423e+01;3.513832682522781692e-01
5.492595457019277916e+01;3.422805979568495083e-01
5.527948211165536208e+01;3.232508973297045785e-01
5.598818534162695215e+01;3.148537724256574855e-01
5.696306431959951766e+01;2.942808164107419966e-01
5.791986861829605715e+01;2.713937338119090104e-01
5.835981400322726387e+01;2.545276167186001359e-01
5.904855203231074512e+01;2.474531613615746917e-01
5.957043294707641934e+01;2.372484518597404168e-01
6.040206047759541974e+01;2.301922191982541666e-01
6.109605327230597283e+01;2.130634182189583559e-01
6.184201329998538910e+01;2.031720112018302604e-01
6.253666390777150497e+01;1.912697137471532915e-01
6.330705699254294672e+01;1.845181278443619455e-01
6.395411952297748570e+01;1.834778281772480035e-01
8.120649651972122740e-02;3.801916932907367652e-02
3.727378190255220858e+01;1.194249201277955308e+00
5.221577726218097837e+01;4.182108626198084433e-01
