1.1383e-4 4.8228e+0
4.5480e-4 1.2971e+1
7.9578e-4 2.0084e+1
1.1530e-3 2.5758e+1
1.5102e-3 2.9121e+1
1.8674e-3 3.0262e+1
2.2246e-3 2.9301e+1
2.5818e-3 2.6178e+1
2.9390e-3 2.1765e+1
3.2963e-3 1.6421e+1
3.6535e-3 1.0986e+1
4.0107e-3 5.5895e+0
4.3679e-3 1.2285e+0
4.7251e-3 -1.4736e+0
5.0823e-3 -2.3743e+0
5.4395e-3 -2.0441e+0
5.7967e-3 4.1790e-1
6.1539e-3 4.4011e+0
6.5477e-3 1.0585e+1
6.8684e-3 1.5730e+1
7.2256e-3 2.1855e+1
7.5828e-3 2.7680e+1
7.9400e-3 3.2543e+1
8.2972e-3 3.6026e+1
8.6544e-3 3.8008e+1
9.0116e-3 3.8248e+1
9.3688e-3 3.6777e+1
9.7260e-3 3.3714e+1
1.0083e-2 2.9091e+1
1.0440e-2 2.3206e+1
1.0798e-2 1.6361e+1
1.1155e-2 9.4250e+0
1.1512e-2 2.2774e+0
1.1853e-2 -3.4432e+0
1.2291e-2 -1.0060e+1
1.2649e-2 -1.3873e+1
1.3006e-2 -1.6516e+1
1.3363e-2 -1.7777e+1
1.3720e-2 -1.7686e+1
1.4078e-2 -1.6425e+1
1.4435e-2 -1.4024e+1
1.4792e-2 -1.1261e+1
1.5149e-2 -8.3190e+0
1.5506e-2 -5.5569e+0
1.5864e-2 -2.6746e+0
1.6221e-2 -1.8258e-1
1.6578e-2 1.2436e+0
1.6935e-2 1.7089e+0
1.7292e-2 1.2285e+0
1.7650e-2 8.7633e-2
1.8007e-2 -2.1942e+0
1.8364e-2 -5.2266e+0
1.8721e-2 -8.1989e+0
1.9078e-2 -1.1562e+1
1.9436e-2 -1.4984e+1
1.9793e-2 -1.8017e+1
2.0150e-2 -2.0389e+1
2.0507e-2 -2.1980e+1
2.0865e-2 -2.2730e+1
2.1222e-2 -2.2160e+1
2.1579e-2 -2.0509e+1
2.1936e-2 -1.7867e+1
2.2293e-2 -1.4114e+1
2.2651e-2 -9.6401e+0
2.3008e-2 -4.8303e+0
