2.0860e-4 1.2369e+0
4.1917e-4 1.1991e+0
5.8114e-4 1.1618e+0
7.2692e-4 1.1224e+0
8.5650e-4 1.0750e+0
1.0023e-3 1.0208e+0
1.0833e-3 9.8741e-1
1.1804e-3 9.3885e-1
1.2722e-3 9.0364e-1
1.3424e-3 8.6320e-1
1.4396e-3 8.2083e-1
1.5336e-3 7.6994e-1
1.5854e-3 7.3940e-1
1.6664e-3 6.9731e-1
1.7603e-3 6.4944e-1
1.8316e-3 6.0619e-1
1.9158e-3 5.6096e-1
1.9984e-3 5.1491e-1
2.0583e-3 4.7579e-1
2.1631e-3 4.2495e-1
2.2333e-3 3.7932e-1
2.2934e-3 3.3298e-1
2.3791e-3 2.9793e-1
2.4276e-3 2.6240e-1
2.4924e-3 2.1861e-1
2.5702e-3 1.6942e-1
2.6382e-3 1.3484e-1
2.7581e-3 9.7190e-2
2.8650e-3 5.7673e-2
2.8947e-3 5.6773e-3
3.0561e-3 1.2188e-1
3.1274e-3 1.6942e-1
3.2267e-3 2.1681e-1
3.3023e-3 2.7644e-1
3.4041e-3 3.2375e-1
3.4805e-3 3.7178e-1
3.5661e-3 4.2990e-1
3.6748e-3 4.7474e-1
3.7720e-3 5.3031e-1
3.8530e-3 5.7268e-1
3.9595e-3 6.2586e-1
4.0603e-3 6.7981e-1
4.1640e-3 7.2669e-1
4.2580e-3 7.6911e-1
4.3584e-3 8.1549e-1
4.4620e-3 8.5874e-1
4.5333e-3 8.9484e-1
4.6467e-3 9.3253e-1
4.7763e-3 9.7709e-1
4.9220e-3 1.0136e+0
5.1002e-3 1.0541e+0
5.3594e-3 1.0926e+0
5.6995e-3 1.1085e+0
6.0397e-3 1.0890e+0
6.2988e-3 1.0511e+0
6.4770e-3 1.0119e+0
6.6390e-3 9.7099e-1
6.7686e-3 9.3225e-1
6.8819e-3 8.9415e-1
7.0115e-3 8.4504e-1
7.1411e-3 7.9923e-1
7.2221e-3 7.5623e-1
7.3031e-3 7.1588e-1
7.4084e-3 6.7791e-1
7.4488e-3 6.5219e-1
7.5396e-3 6.0586e-1
7.6108e-3 5.7461e-1
7.6950e-3 5.2927e-1
7.7890e-3 4.8079e-1
7.9105e-3 4.3320e-1
7.9834e-3 3.8632e-1
8.0481e-3 3.5273e-1
8.1162e-3 3.1706e-1
8.2069e-3 2.6813e-1
8.2749e-3 2.3025e-1
8.3397e-3 1.9014e-1
8.4207e-3 1.4956e-1
8.5017e-3 9.6945e-2
8.7034e-3 5.4880e-2
8.7086e-3 6.9612e-3
8.7446e-3 -1.7432e-2
8.8872e-3 1.1088e-1
8.9552e-3 1.4970e-1
9.0232e-3 1.9129e-1
9.1287e-3 2.4013e-1
9.2144e-3 2.8588e-1
9.2824e-3 3.2327e-1
9.3731e-3 3.6319e-1
9.4573e-3 4.0395e-1
9.5275e-3 4.4127e-1
9.6355e-3 4.8561e-1
9.7327e-3 5.2894e-1
9.8137e-3 5.6773e-1
9.9238e-3 6.1642e-1
1.0015e-2 6.5472e-1
1.0125e-2 7.0028e-1
1.0219e-2 7.3899e-1
1.0316e-2 7.8066e-1
1.0445e-2 8.1946e-1
1.0575e-2 8.5618e-1
1.0721e-2 8.9241e-1
1.0899e-2 9.3253e-1
1.1142e-2 9.7022e-1
1.1466e-2 9.9218e-1
1.1822e-2 9.8137e-1
1.2114e-2 9.4514e-1
1.2308e-2 9.0529e-1
1.2470e-2 8.6732e-1
1.2632e-2 8.2276e-1
1.2778e-2 7.7819e-1
1.2907e-2 7.3527e-1
1.3027e-2 6.8740e-1
1.3150e-2 6.4393e-1
1.3231e-2 6.0652e-1
1.3325e-2 5.6459e-1
1.3442e-2 5.2289e-1
1.3520e-2 4.7810e-1
1.3636e-2 4.2825e-1
1.3729e-2 3.8745e-1
1.3831e-2 3.4032e-1
1.3915e-2 3.0029e-1
1.4006e-2 2.5988e-1
1.4077e-2 2.2165e-1
1.4155e-2 1.8285e-1
1.4245e-2 1.4458e-1
1.4333e-2 9.8665e-2
1.4543e-2 5.5335e-2
1.4543e-2 1.5817e-2
1.4754e-2 1.1132e-1
1.4848e-2 1.5655e-1
1.4960e-2 2.1187e-1
1.5062e-2 2.5795e-1
1.5146e-2 2.9553e-1
1.5240e-2 3.3540e-1
1.5307e-2 3.7269e-1
1.5404e-2 4.2017e-1
1.5535e-2 4.6537e-1
1.5632e-2 5.0220e-1
1.5722e-2 5.3917e-1
1.5823e-2 5.8424e-1
1.5936e-2 6.2193e-1
1.6050e-2 6.6264e-1
1.6179e-2 7.0267e-1
1.6325e-2 7.4319e-1
1.6487e-2 7.8314e-1
1.6665e-2 8.2193e-1
1.6908e-2 8.5870e-1
1.7232e-2 8.8488e-1
1.7588e-2 8.8008e-1
1.7912e-2 8.4733e-1
1.8155e-2 8.0955e-1
1.8334e-2 7.7357e-1
1.8479e-2 7.3651e-1
1.8625e-2 6.9698e-1
1.8755e-2 6.6044e-1
1.8868e-2 6.2261e-1
1.8981e-2 5.8451e-1
1.9095e-2 5.4338e-1
1.9202e-2 4.9890e-1
1.9299e-2 4.6364e-1
1.9403e-2 4.2412e-1
1.9532e-2 3.6939e-1
1.9675e-2 3.2384e-1
1.9743e-2 2.8464e-1
1.9811e-2 2.4979e-1
1.9916e-2 2.0706e-1
2.0029e-2 1.5286e-1
2.0115e-2 1.1751e-1
2.0196e-2 7.7206e-2
2.0405e-2 3.9722e-2
2.0606e-2 1.0500e-1
2.0698e-2 1.4950e-1
2.0821e-2 2.0337e-1
2.0941e-2 2.4788e-1
2.1038e-2 2.9047e-1
2.1146e-2 3.2969e-1
2.1222e-2 3.6635e-1
