1.2767e-4 1.0319e+3
4.8486e-4 1.0318e+3
8.4204e-4 1.0316e+3
1.1992e-3 1.0315e+3
1.5564e-3 1.0313e+3
1.9136e-3 1.0312e+3
2.2708e-3 1.0310e+3
2.6280e-3 1.0309e+3
2.9851e-3 1.0307e+3
3.3423e-3 1.0306e+3
3.6995e-3 1.0304e+3
4.0567e-3 1.0303e+3
4.4139e-3 1.0301e+3
4.7710e-3 1.0300e+3
5.1282e-3 1.0298e+3
5.4854e-3 1.0296e+3
5.8426e-3 1.0295e+3
6.1998e-3 1.0293e+3
6.5570e-3 1.0292e+3
6.9141e-3 1.0290e+3
7.2713e-3 1.0289e+3
7.6285e-3 1.0287e+3
7.9857e-3 1.0286e+3
8.3429e-3 1.0284e+3
8.7001e-3 1.0283e+3
9.0572e-3 1.0281e+3
9.4144e-3 1.0280e+3
9.7716e-3 1.0278e+3
1.0129e-2 1.0277e+3
1.0486e-2 1.0275e+3
1.0843e-2 1.0274e+3
1.1200e-2 1.0272e+3
1.1558e-2 1.0271e+3
1.1915e-2 1.0269e+3
1.2272e-2 1.0267e+3
1.2629e-2 1.0266e+3
1.2986e-2 1.0264e+3
1.3343e-2 1.0263e+3
1.3701e-2 1.0261e+3
1.4058e-2 1.0260e+3
1.4415e-2 1.0258e+3
1.4772e-2 1.0257e+3
1.5129e-2 1.0255e+3
1.5487e-2 1.0254e+3
1.5844e-2 1.0252e+3
1.6201e-2 1.0251e+3
1.6558e-2 1.0249e+3
1.6915e-2 1.0247e+3
1.7272e-2 1.0246e+3
1.7630e-2 1.0245e+3
1.7987e-2 1.0243e+3
1.8344e-2 1.0242e+3
1.8701e-2 1.0240e+3
1.9058e-2 1.0238e+3
1.9416e-2 1.0237e+3
1.9773e-2 1.0235e+3
2.0130e-2 1.0234e+3
2.0487e-2 1.0232e+3
2.0844e-2 1.0231e+3
2.1201e-2 1.0229e+3
2.1559e-2 1.0228e+3
2.1916e-2 1.0226e+3
2.2273e-2 1.0225e+3
2.2630e-2 1.0223e+3
2.2987e-2 1.0222e+3
