 # Time,   Mach,     alfa,     beta,     Clp,     Cm_alfa,     Cm_p_alfa,     Cm_q,     Cn_beta,     Cn_r 
3.500e-04, 2.328e+00, 6.988e-03, 5.089e-03, -1.417e-02, 2.634e+00, -3.060e-01, -1.640e+01, 0.000e+00, 0.000e+00
3.600e-04, 2.328e+00, 6.196e-03, 6.412e-03, -1.417e-02, 2.634e+00, -3.045e-01, -1.640e+01, 0.000e+00, 0.000e+00
3.700e-04, 2.328e+00, 5.313e-03, 7.450e-03, -1.417e-02, 2.634e+00, -3.031e-01, -1.640e+01, 0.000e+00, 0.000e+00
3.800e-04, 2.328e+00, 4.217e-03, 8.392e-03, -1.417e-02, 2.634e+00, -3.017e-01, -1.640e+01, 0.000e+00, 0.000e+00
3.900e-04, 2.328e+00, 2.974e-03, 9.159e-03, -1.417e-02, 2.634e+00, -3.002e-01, -1.640e+01, 0.000e+00, 0.000e+00
4.000e-04, 2.328e+00, 1.580e-03, 9.741e-03, -1.417e-02, 2.634e+00, -2.987e-01, -1.640e+01, 0.000e+00, 0.000e+00
4.100e-04, 2.328e+00, 3.063e-04, 1.007e-02, -1.417e-02, 2.634e+00, -2.974e-01, -1.640e+01, 0.000e+00, 0.000e+00
4.200e-04, 2.328e+00, -1.460e-03, 1.024e-02, -1.417e-02, 2.634e+00, -2.957e-01, -1.640e+01, 0.000e+00, 0.000e+00
4.300e-04, 2.328e+00, -2.873e-03, 1.015e-02, -1.417e-02, 2.634e+00, -2.943e-01, -1.640e+01, 0.000e+00, 0.000e+00
4.400e-04, 2.328e+00, -5.072e-03, 9.616e-03, -1.417e-02, 2.634e+00, -2.921e-01, -1.640e+01, 0.000e+00, 0.000e+00
4.500e-04, 2.328e+00, -6.297e-03, 9.089e-03, -1.417e-02, 2.634e+00, -2.908e-01, -1.640e+01, 0.000e+00, 0.000e+00
4.600e-04, 2.328e+00, -8.114e-03, 7.936e-03, -1.417e-02, 2.634e+00, -2.887e-01, -1.640e+01, 0.000e+00, 0.000e+00
4.700e-04, 2.328e+00, -9.075e-03, 7.096e-03, -1.417e-02, 2.634e+00, -2.874e-01, -1.640e+01, 0.000e+00, 0.000e+00
4.800e-04, 2.328e+00, -1.012e-02, 5.919e-03, -1.417e-02, 2.634e+00, -2.859e-01, -1.640e+01, 0.000e+00, 0.000e+00
4.900e-04, 2.328e+00, -1.122e-02, 4.222e-03, -1.417e-02, 2.634e+00, -2.839e-01, -1.640e+01, 0.000e+00, 0.000e+00
5.000e-04, 2.328e+00, -1.197e-02, 2.465e-03, -1.417e-02, 2.634e+00, -2.821e-01, -1.640e+01, 0.000e+00, 0.000e+00
5.100e-04, 2.328e+00, -1.239e-02, 8.851e-04, -1.417e-02, 2.634e+00, -2.805e-01, -1.640e+01, 0.000e+00, 0.000e+00
5.200e-04, 2.328e+00, -1.262e-02, -1.351e-03, -1.417e-02, 2.634e+00, -2.783e-01, -1.640e+01, 0.000e+00, 0.000e+00
5.300e-04, 2.328e+00, -1.245e-02, -3.560e-03, -1.417e-02, 2.634e+00, -2.762e-01, -1.640e+01, 0.000e+00, 0.000e+00
5.400e-04, 2.328e+00, -1.209e-02, -5.123e-03, -1.417e-02, 2.634e+00, -2.746e-01, -1.640e+01, 0.000e+00, 0.000e+00
5.500e-04, 2.328e+00, -1.115e-02, -7.456e-03, -1.417e-02, 2.634e+00, -2.722e-01, -1.640e+01, 0.000e+00, 0.000e+00
5.600e-04, 2.328e+00, -1.028e-02, -8.910e-03, -1.417e-02, 2.634e+00, -2.706e-01, -1.640e+01, 0.000e+00, 0.000e+00
5.700e-04, 2.328e+00, -8.612e-03, -1.089e-02, -1.417e-02, 2.634e+00, -2.682e-01, -1.640e+01, 0.000e+00, 0.000e+00
5.800e-04, 2.328e+00, -7.440e-03, -1.192e-02, -1.417e-02, 2.634e+00, -2.667e-01, -1.640e+01, 0.000e+00, 0.000e+00
5.900e-04, 2.328e+00, -5.857e-03, -1.299e-02, -1.417e-02, 2.634e+00, -2.649e-01, -1.640e+01, 0.000e+00, 0.000e+00
6.000e-04, 2.328e+00, -3.519e-03, -1.408e-02, -1.417e-02, 2.634e+00, -2.624e-01, -1.640e+01, 0.000e+00, 0.000e+00
6.100e-04, 2.328e+00, -1.642e-03, -1.461e-02, -1.417e-02, 2.634e+00, -2.606e-01, -1.640e+01, 0.000e+00, 0.000e+00
6.200e-04, 2.328e+00, 1.081e-03, -1.494e-02, -1.417e-02, 2.634e+00, -2.580e-01, -1.640e+01, 0.000e+00, 0.000e+00
6.300e-04, 2.328e+00, 3.181e-03, -1.484e-02, -1.417e-02, 2.634e+00, -2.561e-01, -1.640e+01, 0.000e+00, 0.000e+00
6.400e-04, 2.328e+00, 5.250e-03, -1.445e-02, -1.417e-02, 2.634e+00, -2.541e-01, -1.640e+01, 0.000e+00, 0.000e+00
6.500e-04, 2.328e+00, 7.653e-03, -1.361e-02, -1.417e-02, 2.634e+00, -2.518e-01, -1.640e+01, 0.000e+00, 0.000e+00
6.600e-04, 2.328e+00, 1.009e-02, -1.225e-02, -1.417e-02, 2.634e+00, -2.492e-01, -1.640e+01, 0.000e+00, 0.000e+00
6.700e-04, 2.328e+00, 1.171e-02, -1.098e-02, -1.417e-02, 2.634e+00, -2.473e-01, -1.640e+01, 0.000e+00, 0.000e+00
6.800e-04, 2.328e+00, 1.317e-02, -9.498e-03, -1.417e-02, 2.634e+00, -2.454e-01, -1.640e+01, 0.000e+00, 0.000e+00
6.900e-04, 2.328e+00, 1.483e-02, -7.198e-03, -1.417e-02, 2.633e+00, -2.428e-01, -1.640e+01, 0.000e+00, 0.000e+00
7.000e-04, 2.328e+00, 1.594e-02, -4.980e-03, -1.417e-02, 2.633e+00, -2.406e-01, -1.640e+01, 0.000e+00, 0.000e+00
7.100e-04, 2.328e+00, 1.671e-02, -2.568e-03, -1.417e-02, 2.633e+00, -2.383e-01, -1.640e+01, 0.000e+00, 0.000e+00
7.200e-04, 2.328e+00, 1.716e-02, 6.414e-04, -1.417e-02, 2.633e+00, -2.354e-01, -1.640e+01, 0.000e+00, 0.000e+00
7.300e-04, 2.328e+00, 1.715e-02, 2.486e-03, -1.417e-02, 2.633e+00, -2.337e-01, -1.640e+01, 0.000e+00, 0.000e+00
7.400e-04, 2.328e+00, 1.660e-02, 5.847e-03, -1.417e-02, 2.633e+00, -2.307e-01, -1.640e+01, 0.000e+00, 0.000e+00
7.500e-04, 2.328e+00, 1.589e-02, 7.969e-03, -1.417e-02, 2.633e+00, -2.287e-01, -1.640e+01, 0.000e+00, 0.000e+00
7.600e-04, 2.328e+00, 1.468e-02, 1.038e-02, -1.417e-02, 2.633e+00, -2.263e-01, -1.640e+01, 0.000e+00, 0.000e+00
7.700e-04, 2.327e+00, 1.287e-02, 1.289e-02, -1.418e-02, 2.633e+00, -2.235e-01, -1.640e+01, 0.000e+00, 0.000e+00
7.800e-04, 2.327e+00, 1.129e-02, 1.451e-02, -1.418e-02, 2.633e+00, -2.216e-01, -1.640e+01, 0.000e+00, 0.000e+00
7.900e-04, 2.327e+00, 9.181e-03, 1.616e-02, -1.418e-02, 2.633e+00, -2.192e-01, -1.640e+01, 0.000e+00, 0.000e+00
8.000e-04, 2.327e+00, 6.361e-03, 1.771e-02, -1.418e-02, 2.633e+00, -2.164e-01, -1.640e+01, 0.000e+00, 0.000e+00
8.100e-04, 2.327e+00, 3.654e-03, 1.867e-02, -1.418e-02, 2.633e+00, -2.139e-01, -1.640e+01, 0.000e+00, 0.000e+00
8.200e-04, 2.327e+00, 1.181e-03, 1.916e-02, -1.418e-02, 2.633e+00, -2.118e-01, -1.640e+01, 0.000e+00, 0.000e+00
8.300e-04, 2.327e+00, -2.027e-03, 1.931e-02, -1.418e-02, 2.633e+00, -2.090e-01, -1.640e+01, 0.000e+00, 0.000e+00
8.400e-04, 2.327e+00, -5.459e-03, 1.888e-02, -1.418e-02, 2.633e+00, -2.061e-01, -1.640e+01, 0.000e+00, 0.000e+00
