 # Time,     Mach,      alfa,      beta,      Cd,      Cd0,     Cd2,     CL_alfa,     Cn_p_alfa,     Cn_q_alfa 
1.000e-05, 2.329e+00, -4.117e-05, 2.577e-04, 3.308e-01, 3.308e-01, 4.971e+00, 2.753e+00, -6.700e-01, -3.000e-03
2.000e-05, 2.329e+00, -1.622e-04, 4.949e-04, 3.308e-01, 3.308e-01, 4.971e+00, 2.753e+00, -6.700e-01, -3.000e-03
3.000e-05, 2.329e+00, -3.642e-04, 6.996e-04, 3.309e-01, 3.308e-01, 4.971e+00, 2.753e+00, -6.700e-01, -3.000e-03
4.000e-05, 2.329e+00, -6.342e-04, 8.456e-04, 3.309e-01, 3.308e-01, 4.971e+00, 2.753e+00, -6.700e-01, -3.000e-03
5.000e-05, 2.329e+00, -8.772e-04, 9.073e-04, 3.309e-01, 3.308e-01, 4.971e+00, 2.753e+00, -6.700e-01, -3.000e-03
6.000e-05, 2.329e+00, -1.202e-03, 9.149e-04, 3.309e-01, 3.309e-01, 4.971e+00, 2.753e+00, -6.700e-01, -3.000e-03
7.000e-05, 2.329e+00, -1.540e-03, 8.432e-04, 3.309e-01, 3.309e-01, 4.971e+00, 2.753e+00, -6.700e-01, -3.000e-03
8.000e-05, 2.329e+00, -1.879e-03, 6.882e-04, 3.309e-01, 3.309e-01, 4.971e+00, 2.753e+00, -6.700e-01, -3.000e-03
9.000e-05, 2.329e+00, -2.274e-03, 3.781e-04, 3.309e-01, 3.309e-01, 4.971e+00, 2.753e+00, -6.700e-01, -3.000e-03
1.000e-04, 2.329e+00, -2.539e-03, 5.454e-05, 3.309e-01, 3.309e-01, 4.971e+00, 2.753e+00, -6.700e-01, -3.000e-03
1.100e-04, 2.329e+00, -2.783e-03, -4.090e-04, 3.309e-01, 3.309e-01, 4.971e+00, 2.753e+00, -6.700e-01, -3.000e-03
1.200e-04, 2.329e+00, -2.906e-03, -8.042e-04, 3.309e-01, 3.309e-01, 4.971e+00, 2.753e+00, -6.700e-01, -3.000e-03
1.300e-04, 2.329e+00, -2.975e-03, -1.295e-03, 3.309e-01, 3.309e-01, 4.971e+00, 2.753e+00, -6.700e-01, -3.000e-03
1.400e-04, 2.329e+00, -2.939e-03, -1.969e-03, 3.309e-01, 3.309e-01, 4.972e+00, 2.753e+00, -6.700e-01, -3.000e-03
1.500e-04, 2.329e+00, -2.776e-03, -2.595e-03, 3.309e-01, 3.309e-01, 4.972e+00, 2.753e+00, -6.700e-01, -3.000e-03
1.600e-04, 2.329e+00, -2.539e-03, -3.118e-03, 3.309e-01, 3.309e-01, 4.972e+00, 2.753e+00, -6.700e-01, -3.000e-03
1.700e-04, 2.328e+00, -2.167e-03, -3.673e-03, 3.310e-01, 3.309e-01, 4.972e+00, 2.753e+00, -6.700e-01, -3.000e-03
1.800e-04, 2.328e+00, -1.684e-03, -4.182e-03, 3.310e-01, 3.309e-01, 4.972e+00, 2.753e+00, -6.700e-01, -3.000e-03
1.900e-04, 2.328e+00, -1.099e-03, -4.621e-03, 3.310e-01, 3.309e-01, 4.972e+00, 2.753e+00, -6.700e-01, -3.000e-03
2.000e-04, 2.328e+00, -4.507e-04, -4.961e-03, 3.310e-01, 3.309e-01, 4.972e+00, 2.753e+00, -6.700e-01, -3.000e-03
2.100e-04, 2.328e+00, 6.161e-04, -5.280e-03, 3.310e-01, 3.309e-01, 4.972e+00, 2.753e+00, -6.700e-01, -3.000e-03
2.200e-04, 2.328e+00, 1.430e-03, -5.361e-03, 3.310e-01, 3.309e-01, 4.972e+00, 2.753e+00, -6.700e-01, -3.000e-03
2.300e-04, 2.328e+00, 2.384e-03, -5.299e-03, 3.310e-01, 3.309e-01, 4.972e+00, 2.753e+00, -6.700e-01, -3.000e-03
2.400e-04, 2.328e+00, 3.003e-03, -5.168e-03, 3.310e-01, 3.309e-01, 4.972e+00, 2.753e+00, -6.700e-01, -3.000e-03
2.500e-04, 2.328e+00, 4.021e-03, -4.789e-03, 3.311e-01, 3.309e-01, 4.972e+00, 2.753e+00, -6.700e-01, -3.000e-03
2.600e-04, 2.328e+00, 4.855e-03, -4.305e-03, 3.311e-01, 3.309e-01, 4.972e+00, 2.753e+00, -6.700e-01, -3.000e-03
2.700e-04, 2.328e+00, 5.661e-03, -3.648e-03, 3.311e-01, 3.309e-01, 4.972e+00, 2.753e+00, -6.700e-01, -3.000e-03
2.800e-04, 2.328e+00, 6.366e-03, -2.852e-03, 3.311e-01, 3.309e-01, 4.972e+00, 2.753e+00, -6.700e-01, -3.000e-03
2.900e-04, 2.328e+00, 6.951e-03, -1.934e-03, 3.311e-01, 3.309e-01, 4.972e+00, 2.753e+00, -6.700e-01, -3.000e-03
3.000e-04, 2.328e+00, 7.371e-03, -9.828e-04, 3.312e-01, 3.309e-01, 4.972e+00, 2.753e+00, -6.700e-01, -3.000e-03
3.100e-04, 2.328e+00, 7.666e-03, 9.106e-05, 3.312e-01, 3.309e-01, 4.972e+00, 2.753e+00, -6.700e-01, -3.000e-03
3.200e-04, 2.328e+00, 7.806e-03, 1.622e-03, 3.312e-01, 3.309e-01, 4.973e+00, 2.753e+00, -6.700e-01, -3.000e-03
3.300e-04, 2.328e+00, 7.729e-03, 2.652e-03, 3.312e-01, 3.309e-01, 4.973e+00, 2.753e+00, -6.700e-01, -3.000e-03
3.400e-04, 2.328e+00, 7.445e-03, 3.925e-03, 3.312e-01, 3.309e-01, 4.973e+00, 2.753e+00, -6.700e-01, -3.000e-03
3.500e-04, 2.328e+00, 6.988e-03, 5.089e-03, 3.313e-01, 3.309e-01, 4.973e+00, 2.753e+00, -6.700e-01, -3.000e-03
3.600e-04, 2.328e+00, 6.196e-03, 6.412e-03, 3.313e-01, 3.309e-01, 4.973e+00, 2.753e+00, -6.700e-01, -3.000e-03
3.700e-04, 2.328e+00, 5.313e-03, 7.450e-03, 3.313e-01, 3.309e-01, 4.973e+00, 2.753e+00, -6.700e-01, -3.000e-03
3.800e-04, 2.328e+00, 4.217e-03, 8.392e-03, 3.313e-01, 3.309e-01, 4.973e+00, 2.753e+00, -6.700e-01, -3.000e-03
3.900e-04, 2.328e+00, 2.974e-03, 9.159e-03, 3.313e-01, 3.309e-01, 4.973e+00, 2.753e+00, -6.700e-01, -3.000e-03
4.000e-04, 2.328e+00, 1.580e-03, 9.741e-03, 3.314e-01, 3.309e-01, 4.973e+00, 2.753e+00, -6.700e-01, -3.000e-03
4.100e-04, 2.328e+00, 3.063e-04, 1.007e-02, 3.314e-01, 3.309e-01, 4.973e+00, 2.753e+00, -6.700e-01, -3.000e-03
4.200e-04, 2.328e+00, -1.460e-03, 1.024e-02, 3.314e-01, 3.309e-01, 4.973e+00, 2.753e+00, -6.700e-01, -3.000e-03
4.300e-04, 2.328e+00, -2.873e-03, 1.015e-02, 3.314e-01, 3.309e-01, 4.973e+00, 2.753e+00, -6.700e-01, -3.000e-03
4.400e-04, 2.328e+00, -5.072e-03, 9.616e-03, 3.315e-01, 3.309e-01, 4.973e+00, 2.753e+00, -6.700e-01, -3.000e-03
4.500e-04, 2.328e+00, -6.297e-03, 9.089e-03, 3.315e-01, 3.309e-01, 4.973e+00, 2.753e+00, -6.700e-01, -3.000e-03
4.600e-04, 2.328e+00, -8.114e-03, 7.936e-03, 3.315e-01, 3.309e-01, 4.973e+00, 2.753e+00, -6.700e-01, -3.000e-03
4.700e-04, 2.328e+00, -9.075e-03, 7.096e-03, 3.316e-01, 3.309e-01, 4.973e+00, 2.753e+00, -6.700e-01, -3.000e-03
4.800e-04, 2.328e+00, -1.012e-02, 5.919e-03, 3.316e-01, 3.309e-01, 4.973e+00, 2.753e+00, -6.700e-01, -3.000e-03
4.900e-04, 2.328e+00, -1.122e-02, 4.222e-03, 3.316e-01, 3.309e-01, 4.973e+00, 2.753e+00, -6.700e-01, -3.000e-03
5.000e-04, 2.328e+00, -1.197e-02, 2.465e-03, 3.316e-01, 3.309e-01, 4.974e+00, 2.752e+00, -6.700e-01, -3.000e-03
5.100e-04, 2.328e+00, -1.239e-02, 8.851e-04, 3.317e-01, 3.309e-01, 4.974e+00, 2.752e+00, -6.700e-01, -3.000e-03
5.200e-04, 2.328e+00, -1.262e-02, -1.351e-03, 3.317e-01, 3.309e-01, 4.974e+00, 2.752e+00, -6.700e-01, -3.000e-03
5.300e-04, 2.328e+00, -1.245e-02, -3.560e-03, 3.317e-01, 3.309e-01, 4.974e+00, 2.752e+00, -6.700e-01, -3.000e-03
5.400e-04, 2.328e+00, -1.209e-02, -5.123e-03, 3.318e-01, 3.309e-01, 4.974e+00, 2.752e+00, -6.700e-01, -3.000e-03
5.500e-04, 2.328e+00, -1.115e-02, -7.456e-03, 3.318e-01, 3.309e-01, 4.974e+00, 2.752e+00, -6.700e-01, -3.000e-03
5.600e-04, 2.328e+00, -1.028e-02, -8.910e-03, 3.318e-01, 3.309e-01, 4.974e+00, 2.752e+00, -6.700e-01, -3.000e-03
5.700e-04, 2.328e+00, -8.612e-03, -1.089e-02, 3.319e-01, 3.309e-01, 4.974e+00, 2.752e+00, -6.700e-01, -3.000e-03
5.800e-04, 2.328e+00, -7.440e-03, -1.192e-02, 3.319e-01, 3.309e-01, 4.974e+00, 2.752e+00, -6.700e-01, -3.000e-03
5.900e-04, 2.328e+00, -5.857e-03, -1.299e-02, 3.319e-01, 3.309e-01, 4.974e+00, 2.752e+00, -6.700e-01, -3.000e-03
6.000e-04, 2.328e+00, -3.519e-03, -1.408e-02, 3.320e-01, 3.309e-01, 4.974e+00, 2.752e+00, -6.700e-01, -3.000e-03
6.100e-04, 2.328e+00, -1.642e-03, -1.461e-02, 3.320e-01, 3.309e-01, 4.974e+00, 2.752e+00, -6.700e-01, -3.000e-03
6.200e-04, 2.328e+00, 1.081e-03, -1.494e-02, 3.320e-01, 3.309e-01, 4.974e+00, 2.752e+00, -6.700e-01, -3.000e-03
6.300e-04, 2.328e+00, 3.181e-03, -1.484e-02, 3.321e-01, 3.309e-01, 4.974e+00, 2.752e+00, -6.700e-01, -3.000e-03
6.400e-04, 2.328e+00, 5.250e-03, -1.445e-02, 3.321e-01, 3.309e-01, 4.974e+00, 2.752e+00, -6.700e-01, -3.000e-03
6.500e-04, 2.328e+00, 7.653e-03, -1.361e-02, 3.321e-01, 3.309e-01, 4.974e+00, 2.752e+00, -6.700e-01, -3.000e-03
6.600e-04, 2.328e+00, 1.009e-02, -1.225e-02, 3.322e-01, 3.309e-01, 4.974e+00, 2.752e+00, -6.700e-01, -3.000e-03
6.700e-04, 2.328e+00, 1.171e-02, -1.098e-02, 3.322e-01, 3.309e-01, 4.974e+00, 2.752e+00, -6.700e-01, -3.000e-03
6.800e-04, 2.328e+00, 1.317e-02, -9.498e-03, 3.322e-01, 3.309e-01, 4.975e+00, 2.752e+00, -6.700e-01, -3.000e-03
6.900e-04, 2.328e+00, 1.483e-02, -7.198e-03, 3.323e-01, 3.309e-01, 4.975e+00, 2.752e+00, -6.700e-01, -3.000e-03
7.000e-04, 2.328e+00, 1.594e-02, -4.980e-03, 3.323e-01, 3.309e-01, 4.975e+00, 2.752e+00, -6.700e-01, -3.000e-03
7.100e-04, 2.328e+00, 1.671e-02, -2.568e-03, 3.323e-01, 3.309e-01, 4.975e+00, 2.752e+00, -6.700e-01, -3.000e-03
7.200e-04, 2.328e+00, 1.716e-02, 6.414e-04, 3.324e-01, 3.309e-01, 4.975e+00, 2.752e+00, -6.700e-01, -3.000e-03
7.300e-04, 2.328e+00, 1.715e-02, 2.486e-03, 3.324e-01, 3.309e-01, 4.975e+00, 2.752e+00, -6.700e-01, -3.000e-03
7.400e-04, 2.328e+00, 1.660e-02, 5.847e-03, 3.325e-01, 3.309e-01, 4.975e+00, 2.752e+00, -6.700e-01, -3.000e-03
7.500e-04, 2.328e+00, 1.589e-02, 7.969e-03, 3.325e-01, 3.309e-01, 4.975e+00, 2.752e+00, -6.700e-01, -3.000e-03
7.600e-04, 2.328e+00, 1.468e-02, 1.038e-02, 3.325e-01, 3.309e-01, 4.975e+00, 2.752e+00, -6.700e-01, -3.000e-03
7.700e-04, 2.327e+00, 1.287e-02, 1.289e-02, 3.326e-01, 3.309e-01, 4.975e+00, 2.752e+00, -6.700e-01, -3.000e-03
7.800e-04, 2.327e+00, 1.129e-02, 1.451e-02, 3.326e-01, 3.309e-01, 4.975e+00, 2.752e+00, -6.700e-01, -3.000e-03
7.900e-04, 2.327e+00, 9.181e-03, 1.616e-02, 3.326e-01, 3.309e-01, 4.975e+00, 2.752e+00, -6.700e-01, -3.000e-03
8.000e-04, 2.327e+00, 6.361e-03, 1.771e-02, 3.327e-01, 3.309e-01, 4.975e+00, 2.752e+00, -6.700e-01, -3.000e-03
8.100e-04, 2.327e+00, 3.654e-03, 1.867e-02, 3.327e-01, 3.309e-01, 4.975e+00, 2.752e+00, -6.700e-01, -3.000e-03
8.200e-04, 2.327e+00, 1.181e-03, 1.916e-02, 3.328e-01, 3.309e-01, 4.975e+00, 2.752e+00, -6.700e-01, -3.000e-03
8.300e-04, 2.327e+00, -2.027e-03, 1.931e-02, 3.328e-01, 3.309e-01, 4.975e+00, 2.752e+00, -6.700e-01, -3.000e-03
8.400e-04, 2.327e+00, -5.459e-03, 1.888e-02, 3.329e-01, 3.309e-01, 4.975e+00, 2.752e+00, -6.700e-01, -3.000e-03
8.500e-04, 2.327e+00, -7.972e-03, 1.816e-02, 3.329e-01, 3.309e-01, 4.975e+00, 2.752e+00, -6.700e-01, -3.000e-03
8.600e-04, 2.327e+00, -1.032e-02, 1.713e-02, 3.329e-01, 3.309e-01, 4.976e+00, 2.752e+00, -6.700e-01, -3.000e-03
8.700e-04, 2.327e+00, -1.331e-02, 1.524e-02, 3.330e-01, 3.309e-01, 4.976e+00, 2.752e+00, -6.700e-01, -3.000e-03
8.800e-04, 2.327e+00, -1.575e-02, 1.302e-02, 3.330e-01, 3.309e-01, 4.976e+00, 2.752e+00, -6.700e-01, -3.000e-03
8.900e-04, 2.327e+00, -1.781e-02, 1.045e-02, 3.331e-01, 3.309e-01, 4.976e+00, 2.752e+00, -6.700e-01, -3.000e-03
9.000e-04, 2.327e+00, -1.910e-02, 8.249e-03, 3.331e-01, 3.309e-01, 4.976e+00, 2.752e+00, -6.700e-01, -3.000e-03
9.100e-04, 2.327e+00, -2.044e-02, 4.939e-03, 3.331e-01, 3.309e-01, 4.976e+00, 2.752e+00, -6.700e-01, -3.000e-03
9.200e-04, 2.327e+00, -2.109e-02, 2.135e-03, 3.332e-01, 3.309e-01, 4.976e+00, 2.752e+00, -6.700e-01, -3.000e-03
9.300e-04, 2.327e+00, -2.136e-02, -1.450e-03, 3.332e-01, 3.309e-01, 4.976e+00, 2.752e+00, -6.700e-01, -3.000e-03
9.400e-04, 2.327e+00, -2.113e-02, -4.452e-03, 3.333e-01, 3.309e-01, 4.976e+00, 2.752e+00, -6.700e-01, -3.000e-03
9.500e-04, 2.327e+00, -2.038e-02, -7.705e-03, 3.333e-01, 3.309e-01, 4.976e+00, 2.752e+00, -6.700e-01, -3.000e-03
9.600e-04, 2.327e+00, -1.897e-02, -1.113e-02, 3.334e-01, 3.309e-01, 4.976e+00, 2.752e+00, -6.700e-01, -3.000e-03
9.700e-04, 2.327e+00, -1.765e-02, -1.336e-02, 3.334e-01, 3.309e-01, 4.976e+00, 2.752e+00, -6.700e-01, -3.000e-03
9.800e-04, 2.327e+00, -1.525e-02, -1.634e-02, 3.334e-01, 3.309e-01, 4.976e+00, 2.752e+00, -6.700e-01, -3.000e-03
9.900e-04, 2.327e+00, -1.270e-02, -1.862e-02, 3.335e-01, 3.309e-01, 4.976e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.000e-03, 2.327e+00, -9.707e-03, -2.055e-02, 3.335e-01, 3.309e-01, 4.976e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.010e-03, 2.327e+00, -6.725e-03, -2.189e-02, 3.336e-01, 3.310e-01, 4.976e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.020e-03, 2.327e+00, -3.242e-03, -2.286e-02, 3.336e-01, 3.310e-01, 4.976e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.030e-03, 2.327e+00, -8.905e-05, -2.325e-02, 3.336e-01, 3.310e-01, 4.976e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.040e-03, 2.327e+00, 3.425e-03, -2.318e-02, 3.337e-01, 3.310e-01, 4.976e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.050e-03, 2.327e+00, 8.171e-03, -2.222e-02, 3.337e-01, 3.310e-01, 4.977e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.060e-03, 2.327e+00, 1.100e-02, -2.113e-02, 3.338e-01, 3.310e-01, 4.977e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.070e-03, 2.327e+00, 1.367e-02, -1.969e-02, 3.338e-01, 3.310e-01, 4.977e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.080e-03, 2.327e+00, 1.713e-02, -1.706e-02, 3.339e-01, 3.310e-01, 4.977e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.090e-03, 2.327e+00, 1.952e-02, -1.455e-02, 3.339e-01, 3.310e-01, 4.977e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.100e-03, 2.327e+00, 2.146e-02, -1.181e-02, 3.339e-01, 3.310e-01, 4.977e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.110e-03, 2.327e+00, 2.344e-02, -7.804e-03, 3.340e-01, 3.310e-01, 4.977e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.120e-03, 2.327e+00, 2.441e-02, -4.643e-03, 3.340e-01, 3.310e-01, 4.977e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.130e-03, 2.327e+00, 2.500e-02, -9.840e-04, 3.341e-01, 3.310e-01, 4.977e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.140e-03, 2.327e+00, 2.504e-02, 2.617e-03, 3.341e-01, 3.310e-01, 4.977e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.150e-03, 2.327e+00, 2.428e-02, 7.414e-03, 3.342e-01, 3.310e-01, 4.977e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.160e-03, 2.327e+00, 2.322e-02, 1.061e-02, 3.342e-01, 3.310e-01, 4.977e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.170e-03, 2.327e+00, 2.178e-02, 1.358e-02, 3.342e-01, 3.310e-01, 4.977e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.180e-03, 2.327e+00, 1.953e-02, 1.691e-02, 3.343e-01, 3.310e-01, 4.977e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.190e-03, 2.327e+00, 1.640e-02, 2.020e-02, 3.343e-01, 3.310e-01, 4.977e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.200e-03, 2.327e+00, 1.271e-02, 2.292e-02, 3.344e-01, 3.310e-01, 4.977e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.210e-03, 2.327e+00, 1.011e-02, 2.430e-02, 3.344e-01, 3.310e-01, 4.977e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.220e-03, 2.327e+00, 5.049e-03, 2.604e-02, 3.345e-01, 3.310e-01, 4.978e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.230e-03, 2.327e+00, 2.351e-03, 2.653e-02, 3.345e-01, 3.310e-01, 4.978e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.240e-03, 2.327e+00, -2.010e-03, 2.673e-02, 3.345e-01, 3.310e-01, 4.978e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.250e-03, 2.327e+00, -5.613e-03, 2.634e-02, 3.346e-01, 3.310e-01, 4.978e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.260e-03, 2.327e+00, -9.969e-03, 2.520e-02, 3.346e-01, 3.310e-01, 4.978e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.270e-03, 2.327e+00, -1.417e-02, 2.330e-02, 3.347e-01, 3.310e-01, 4.978e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.280e-03, 2.327e+00, -1.705e-02, 2.144e-02, 3.347e-01, 3.310e-01, 4.978e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.290e-03, 2.327e+00, -2.007e-02, 1.885e-02, 3.348e-01, 3.310e-01, 4.978e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.300e-03, 2.327e+00, -2.316e-02, 1.519e-02, 3.348e-01, 3.310e-01, 4.978e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.310e-03, 2.327e+00, -2.543e-02, 1.136e-02, 3.348e-01, 3.310e-01, 4.978e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.320e-03, 2.327e+00, -2.691e-02, 7.688e-03, 3.349e-01, 3.310e-01, 4.978e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.330e-03, 2.327e+00, -2.785e-02, 3.873e-03, 3.349e-01, 3.310e-01, 4.978e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.340e-03, 2.327e+00, -2.826e-02, -1.262e-03, 3.350e-01, 3.310e-01, 4.978e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.350e-03, 2.327e+00, -2.794e-02, -5.160e-03, 3.350e-01, 3.310e-01, 4.978e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.360e-03, 2.327e+00, -2.665e-02, -1.031e-02, 3.351e-01, 3.310e-01, 4.978e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.370e-03, 2.326e+00, -2.524e-02, -1.364e-02, 3.351e-01, 3.310e-01, 4.978e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.380e-03, 2.326e+00, -2.340e-02, -1.680e-02, 3.351e-01, 3.310e-01, 4.978e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.390e-03, 2.326e+00, -2.061e-02, -2.032e-02, 3.352e-01, 3.310e-01, 4.978e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.400e-03, 2.326e+00, -1.679e-02, -2.376e-02, 3.352e-01, 3.310e-01, 4.979e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.410e-03, 2.326e+00, -1.395e-02, -2.564e-02, 3.352e-01, 3.310e-01, 4.979e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.420e-03, 2.326e+00, -9.536e-03, -2.774e-02, 3.353e-01, 3.310e-01, 4.979e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.430e-03, 2.326e+00, -4.961e-03, -2.905e-02, 3.353e-01, 3.310e-01, 4.979e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.440e-03, 2.326e+00, 3.278e-04, -2.961e-02, 3.354e-01, 3.310e-01, 4.979e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.450e-03, 2.326e+00, 4.641e-03, -2.937e-02, 3.354e-01, 3.310e-01, 4.979e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.460e-03, 2.326e+00, 9.187e-03, -2.841e-02, 3.354e-01, 3.310e-01, 4.979e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.470e-03, 2.326e+00, 1.289e-02, -2.705e-02, 3.355e-01, 3.310e-01, 4.979e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.480e-03, 2.326e+00, 1.632e-02, -2.525e-02, 3.355e-01, 3.310e-01, 4.979e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.490e-03, 2.326e+00, 2.040e-02, -2.226e-02, 3.355e-01, 3.310e-01, 4.979e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.500e-03, 2.326e+00, 2.338e-02, -1.928e-02, 3.356e-01, 3.310e-01, 4.979e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.510e-03, 2.326e+00, 2.651e-02, -1.496e-02, 3.356e-01, 3.310e-01, 4.979e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.520e-03, 2.326e+00, 2.885e-02, -1.010e-02, 3.357e-01, 3.310e-01, 4.979e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.530e-03, 2.326e+00, 3.000e-02, -6.319e-03, 3.357e-01, 3.310e-01, 4.979e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.540e-03, 2.326e+00, 3.076e-02, -1.260e-03, 3.357e-01, 3.310e-01, 4.979e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.550e-03, 2.326e+00, 3.078e-02, 2.256e-03, 3.357e-01, 3.310e-01, 4.979e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.560e-03, 2.326e+00, 3.007e-02, 7.451e-03, 3.358e-01, 3.310e-01, 4.979e+00, 2.752e+00, -6.700e-01, -3.000e-03
1.570e-03, 2.326e+00, 2.872e-02, 1.190e-02, 3.358e-01, 3.310e-01, 4.979e+00, 2.751e+00, -6.700e-01, -3.000e-03
1.580e-03, 2.326e+00, 2.700e-02, 1.560e-02, 3.358e-01, 3.310e-01, 4.979e+00, 2.751e+00, -6.700e-01, -3.000e-03
1.590e-03, 2.326e+00, 2.416e-02, 1.988e-02, 3.359e-01, 3.310e-01, 4.980e+00, 2.751e+00, -6.700e-01, -3.000e-03
1.600e-03, 2.326e+00, 2.089e-02, 2.343e-02, 3.359e-01, 3.310e-01, 4.980e+00, 2.751e+00, -6.700e-01, -3.000e-03
1.610e-03, 2.326e+00, 1.745e-02, 2.620e-02, 3.359e-01, 3.310e-01, 4.980e+00, 2.751e+00, -6.700e-01, -3.000e-03
1.620e-03, 2.326e+00, 1.269e-02, 2.893e-02, 3.360e-01, 3.310e-01, 4.980e+00, 2.751e+00, -6.700e-01, -3.000e-03
1.630e-03, 2.326e+00, 7.913e-03, 3.069e-02, 3.360e-01, 3.310e-01, 4.980e+00, 2.751e+00, -6.700e-01, -3.000e-03
1.640e-03, 2.326e+00, 4.180e-03, 3.149e-02, 3.360e-01, 3.310e-01, 4.980e+00, 2.751e+00, -6.700e-01, -3.000e-03
1.650e-03, 2.326e+00, -1.356e-03, 3.184e-02, 3.361e-01, 3.310e-01, 4.980e+00, 2.751e+00, -6.700e-01, -3.000e-03
1.660e-03, 2.326e+00, -6.810e-03, 3.124e-02, 3.361e-01, 3.310e-01, 4.980e+00, 2.751e+00, -6.700e-01, -3.000e-03
1.670e-03, 2.326e+00, -1.219e-02, 2.967e-02, 3.361e-01, 3.310e-01, 4.980e+00, 2.751e+00, -6.700e-01, -3.000e-03
1.680e-03, 2.326e+00, -1.576e-02, 2.802e-02, 3.362e-01, 3.310e-01, 4.980e+00, 2.751e+00, -6.700e-01, -3.000e-03
1.690e-03, 2.326e+00, -1.923e-02, 2.585e-02, 3.362e-01, 3.310e-01, 4.980e+00, 2.751e+00, -6.700e-01, -3.000e-03
1.700e-03, 2.326e+00, -2.331e-02, 2.238e-02, 3.362e-01, 3.310e-01, 4.980e+00, 2.751e+00, -6.700e-01, -3.000e-03
1.710e-03, 2.326e+00, -2.626e-02, 1.896e-02, 3.362e-01, 3.310e-01, 4.980e+00, 2.751e+00, -6.700e-01, -3.000e-03
1.720e-03, 2.326e+00, -2.928e-02, 1.407e-02, 3.363e-01, 3.310e-01, 4.980e+00, 2.751e+00, -6.700e-01, -3.000e-03
1.730e-03, 2.326e+00, -3.077e-02, 1.059e-02, 3.363e-01, 3.310e-01, 4.980e+00, 2.751e+00, -6.700e-01, -3.000e-03
1.740e-03, 2.326e+00, -3.224e-02, 5.047e-03, 3.363e-01, 3.310e-01, 4.980e+00, 2.751e+00, -6.700e-01, -3.000e-03
1.750e-03, 2.326e+00, -3.269e-02, 7.925e-04, 3.364e-01, 3.310e-01, 4.980e+00, 2.751e+00, -6.700e-01, -3.000e-03
1.760e-03, 2.326e+00, -3.248e-02, -4.447e-03, 3.364e-01, 3.310e-01, 4.980e+00, 2.751e+00, -6.700e-01, -3.000e-03
