1.2762e-4 3.3922e-2
4.0297e-4 7.1291e-2
6.9453e-4 1.0948e-1
1.0185e-3 1.4532e-1
1.3424e-3 1.7999e-1
1.6502e-3 2.1062e-1
2.0065e-3 2.3092e-1
2.3548e-3 2.4654e-1
2.7192e-3 2.5103e-1
3.0890e-3 2.5039e-1
3.4319e-3 2.3467e-1
3.7990e-3 2.1603e-1
4.1446e-3 1.8680e-1
4.4803e-3 1.5556e-1
4.8087e-3 1.1924e-1
5.1164e-3 8.4726e-2
5.4080e-3 4.8595e-2
5.7319e-3 1.3330e-2
6.0397e-3 3.8691e-2
6.3150e-3 7.2254e-2
6.6066e-3 1.0508e-1
6.9305e-3 1.3989e-1
7.2869e-3 1.7172e-1
7.6432e-3 1.9445e-1
7.9996e-3 2.0856e-1
8.3559e-3 2.1686e-1
8.7122e-3 2.1906e-1
9.0686e-3 2.1231e-1
9.4114e-3 2.0128e-1
9.7813e-3 1.8042e-1
1.0130e-2 1.5366e-1
1.0494e-2 1.2092e-1
1.0850e-2 8.4159e-2
1.1207e-2 4.7287e-2
1.1563e-2 1.1530e-2
1.1887e-2 3.4472e-2
1.2195e-2 6.6917e-2
1.2535e-2 1.0067e-1
1.2891e-2 1.3278e-1
1.3291e-2 1.5919e-1
1.3604e-2 1.7510e-1
1.3960e-2 1.8440e-1
1.4317e-2 1.8965e-1
1.4673e-2 1.8920e-1
1.5029e-2 1.8290e-1
1.5386e-2 1.6894e-1
1.5742e-2 1.5004e-1
1.6098e-2 1.2552e-1
1.6455e-2 9.8195e-2
1.6811e-2 6.7162e-2
1.7167e-2 3.1788e-2
1.7524e-2 1.0479e-2
1.7880e-2 4.3042e-2
1.8236e-2 7.4855e-2
1.8593e-2 1.0412e-1
1.8949e-2 1.2903e-1
1.9305e-2 1.4508e-1
1.9662e-2 1.5739e-1
2.0018e-2 1.6504e-1
2.0374e-2 1.6519e-1
2.0731e-2 1.6054e-1
2.1087e-2 1.5214e-1
2.1443e-2 1.3940e-1
2.1800e-2 1.1975e-1
2.2156e-2 9.6284e-2
2.2512e-2 7.0353e-2
2.2869e-2 4.2292e-2
2.3112e-2 2.4247e-2
