# Time,     alpha,      beta,     p,      q,      r,    MX,     MY,     MZ 
2.000e-04, -1.261e-01, 0.000e+00, 1.032e+03, 0.000e+00, -2.272e+00, -0.000e+00, 4.580e-02, 0.000e+00
4.000e-04, -2.346e-01, 0.000e+00, 1.032e+03, 0.000e+00, -4.224e+00, -0.000e+00, 7.632e-02, 0.000e+00
6.000e-04, -3.513e-01, 0.000e+00, 1.032e+03, 0.000e+00, -6.326e+00, -0.000e+00, 1.090e-01, 0.000e+00
8.000e-04, -4.395e-01, 0.000e+00, 1.032e+03, 0.000e+00, -7.913e+00, -0.000e+00, 1.336e-01, 0.000e+00
1.000e-03, -5.407e-01, 0.000e+00, 1.032e+03, 0.000e+00, -9.735e+00, -0.000e+00, 1.616e-01, 0.000e+00
1.200e-03, -6.319e-01, 0.000e+00, 1.031e+03, 0.000e+00, -1.138e+01, -0.000e+00, 1.867e-01, 0.000e+00
1.400e-03, -7.022e-01, 0.000e+00, 1.031e+03, 0.000e+00, -1.264e+01, -0.000e+00, 2.059e-01, 0.000e+00
1.600e-03, -7.799e-01, 0.000e+00, 1.031e+03, 0.000e+00, -1.404e+01, -0.000e+00, 2.269e-01, 0.000e+00
1.800e-03, -8.310e-01, 0.000e+00, 1.031e+03, 0.000e+00, -1.496e+01, -0.000e+00, 2.405e-01, 0.000e+00
2.000e-03, -8.838e-01, 0.000e+00, 1.031e+03, 0.000e+00, -1.590e+01, -0.000e+00, 2.542e-01, 0.000e+00
2.200e-03, -9.144e-01, 0.000e+00, 1.031e+03, 0.000e+00, -1.645e+01, -0.000e+00, 2.619e-01, 0.000e+00
2.400e-03, -9.398e-01, 0.000e+00, 1.031e+03, 0.000e+00, -1.691e+01, -0.000e+00, 2.678e-01, 0.000e+00
2.600e-03, -9.479e-01, 0.000e+00, 1.031e+03, 0.000e+00, -1.705e+01, -0.000e+00, 2.690e-01, 0.000e+00
2.800e-03, -9.448e-01, 0.000e+00, 1.031e+03, 0.000e+00, -1.700e+01, -0.000e+00, 2.670e-01, 0.000e+00
3.000e-03, -9.288e-01, 0.000e+00, 1.031e+03, 0.000e+00, -1.671e+01, -0.000e+00, 2.613e-01, 0.000e+00
3.200e-03, -8.981e-01, 0.000e+00, 1.030e+03, 0.000e+00, -1.615e+01, -0.000e+00, 2.514e-01, 0.000e+00
3.400e-03, -8.635e-01, 0.000e+00, 1.030e+03, 0.000e+00, -1.553e+01, -0.000e+00, 2.407e-01, 0.000e+00
3.600e-03, -8.059e-01, 0.000e+00, 1.030e+03, 0.000e+00, -1.449e+01, -0.000e+00, 2.233e-01, 0.000e+00
