# Time,     alpha,     beta,     V_inf,    u(v_body_X), v(v_body_Y), w(v_body_Z),  p,       q,         r,         gx,         gy,       gz,      FX_body,    FY_body,    FZ_body  
2.000e-04, -4.932e+00, -4.091e-01, 1.032e+03, 1.028e+03, -7.367e+00, -8.871e+01, 3.741e+02, 6.403e+00, -5.277e-01, -6.970e-03, 8.119e-01, 9.776e+00, -2.522e+01, 3.593e+00, 4.326e+01
4.000e-04, -4.788e+00, -7.317e-01, 1.032e+03, 1.028e+03, -1.318e+01, -8.612e+01, 3.718e+02, 1.156e+01, -1.755e+00, -2.342e-02, 1.483e+00, 9.697e+00, -2.505e+01, 6.425e+00, 4.200e+01
6.000e-04, -4.517e+00, -1.079e+00, 1.032e+03, 1.028e+03, -1.942e+01, -8.124e+01, 3.689e+02, 1.736e+01, -4.117e+00, -5.586e-02, 2.280e+00, 9.541e+00, -2.474e+01, 9.469e+00, 3.961e+01
8.000e-04, -4.205e+00, -1.327e+00, 1.032e+03, 1.028e+03, -2.389e+01, -7.562e+01, 3.665e+02, 2.186e+01, -6.846e+00, -9.465e-02, 2.954e+00, 9.354e+00, -2.439e+01, 1.165e+01, 3.687e+01
1.000e-03, -3.864e+00, -1.503e+00, 1.031e+03, 1.029e+03, -2.705e+01, -6.949e+01, 3.643e+02, 2.545e+01, -9.812e+00, -1.385e-01, 3.555e+00, 9.142e+00, -2.403e+01, 1.319e+01, 3.388e+01
1.200e-03, -3.407e+00, -1.636e+00, 1.031e+03, 1.029e+03, -2.945e+01, -6.126e+01, 3.616e+02, 2.894e+01, -1.376e+01, -1.999e-01, 4.243e+00, 8.843e+00, -2.356e+01, 1.435e+01, 2.986e+01
1.400e-03, -2.957e+00, -1.681e+00, 1.031e+03, 1.029e+03, -3.025e+01, -5.317e+01, 3.593e+02, 3.131e+01, -1.760e+01, -2.634e-01, 4.839e+00, 8.529e+00, -2.312e+01, 1.474e+01, 2.592e+01
1.600e-03, -2.439e+00, -1.643e+00, 1.031e+03, 1.030e+03, -2.956e+01, -4.386e+01, 3.567e+02, 3.302e+01, -2.194e+01, -3.412e-01, 5.463e+00, 8.141e+00, -2.264e+01, 1.441e+01, 2.138e+01
1.800e-03, -1.916e+00, -1.513e+00, 1.031e+03, 1.030e+03, -2.722e+01, -3.446e+01, 3.542e+02, 3.377e+01, -2.622e+01, -4.256e-01, 6.050e+00, 7.711e+00, -2.221e+01, 1.327e+01, 1.679e+01
2.000e-03, -1.438e+00, -1.311e+00, 1.031e+03, 1.030e+03, -2.359e+01, -2.586e+01, 3.518e+02, 3.364e+01, -3.002e+01, -5.096e-01, 6.563e+00, 7.274e+00, -2.185e+01, 1.150e+01, 1.260e+01
