# Time,     alpha,     beta,     V_inf,    u(v_body_X), v(v_body_Y), w(v_body_Z),  p,       q,         r,         gx,         gy,       gz,      FX_body,    FY_body,    FZ_body  
2.200e-03, -9.903e-01, -1.042e+00, 1.031e+03, 1.030e+03, -1.874e+01, -1.781e+01, 3.495e+02, 3.276e+01, -3.342e+01, -5.960e-01, 7.033e+00, 6.813e+00, -2.157e+01, 9.131e+00, 8.679e+00
2.400e-03, -5.441e-01, -6.767e-01, 1.031e+03, 1.031e+03, -1.217e+01, -9.787e+00, 3.470e+02, 3.105e+01, -3.661e+01, -6.928e-01, 7.504e+00, 6.281e+00, -2.136e+01, 5.931e+00, 4.768e+00
2.600e-03, -1.929e-01, -2.979e-01, 1.031e+03, 1.031e+03, -5.359e+00, -3.471e+00, 3.448e+02, 2.894e+01, -3.889e+01, -7.803e-01, 7.886e+00, 5.783e+00, -2.125e+01, 2.610e+00, 1.691e+00
2.800e-03, 1.544e-01, 2.002e-01, 1.031e+03, 1.031e+03, 3.602e+00, 2.776e+00, 3.422e+02, 2.589e+01, -4.080e+01, -8.837e-01, 8.289e+00, 5.172e+00, -2.124e+01, -1.754e+00, -1.352e+00
3.000e-03, 3.922e-01, 6.691e-01, 1.030e+03, 1.030e+03, 1.203e+01, 7.054e+00, 3.400e+02, 2.284e+01, -4.172e+01, -9.730e-01, 8.600e+00, 4.618e+00, -2.132e+01, -5.861e+00, -3.436e+00
3.200e-03, 5.671e-01, 1.166e+00, 1.030e+03, 1.030e+03, 2.097e+01, 1.020e+01, 3.377e+02, 1.948e+01, -4.188e+01, -1.062e+00, 8.877e+00, 4.037e+00, -2.149e+01, -1.021e+01, -4.965e+00
3.400e-03, 6.723e-01, 1.678e+00, 1.030e+03, 1.030e+03, 3.017e+01, 1.208e+01, 3.354e+02, 1.595e+01, -4.122e+01, -1.149e+00, 9.117e+00, 3.433e+00, -2.174e+01, -1.469e+01, -5.885e+00
3.600e-03, 7.041e-01, 2.208e+00, 1.030e+03, 1.029e+03, 3.969e+01, 1.265e+01, 3.330e+02, 1.225e+01, -3.964e+01, -1.237e+00, 9.325e+00, 2.785e+00, -2.208e+01, -1.932e+01, -6.159e+00
3.800e-03, 6.620e-01, 2.685e+00, 1.030e+03, 1.029e+03, 4.825e+01, 1.189e+01, 3.308e+02, 8.922e+00, -3.734e+01, -1.314e+00, 9.477e+00, 2.166e+00, -2.244e+01, -2.349e+01, -5.788e+00
4.000e-03, 5.477e-01, 3.147e+00, 1.030e+03, 1.028e+03, 5.655e+01, 9.831e+00, 3.285e+02, 5.735e+00, -3.413e+01, -1.387e+00, 9.593e+00, 1.510e+00, -2.284e+01, -2.753e+01, -4.786e+00
4.200e-03, 3.914e-01, 3.516e+00, 1.030e+03, 1.028e+03, 6.315e+01, 7.021e+00, 3.264e+02, 3.260e+00, -3.065e+01, -1.447e+00, 9.659e+00, 9.231e-01, -2.321e+01, -3.074e+01, -3.418e+00
4.400e-03, 1.605e-01, 3.873e+00, 1.030e+03, 1.027e+03, 6.955e+01, 2.878e+00, 3.240e+02, 9.744e-01, -2.608e+01, -1.505e+00, 9.690e+00, 2.549e-01, -2.361e+01, -3.385e+01, -1.401e+00
4.600e-03, -9.620e-02, 4.138e+00, 1.030e+03, 1.027e+03, 7.430e+01, -1.724e+00, 3.218e+02, -5.698e-01, -2.133e+01, -1.551e+00, 9.680e+00, -3.681e-01, -2.394e+01, -3.616e+01, 8.391e-01
4.800e-03, -4.038e-01, 4.342e+00, 1.030e+03, 1.027e+03, 7.795e+01, -7.235e+00, 3.194e+02, -1.520e+00, -1.582e+01, -1.590e+00, 9.625e+00, -1.036e+00, -2.423e+01, -3.793e+01, 3.521e+00
5.000e-03, -6.657e-01, 4.441e+00, 1.029e+03, 1.026e+03, 7.971e+01, -1.192e+01, 3.175e+02, -1.712e+00, -1.118e+01, -1.613e+00, 9.548e+00, -1.571e+00, -2.441e+01, -3.879e+01, 5.802e+00
5.200e-03, -9.633e-01, 4.479e+00, 1.029e+03, 1.026e+03, 8.038e+01, -1.725e+01, 3.154e+02, -1.291e+00, -5.877e+00, -1.630e+00, 9.428e+00, -2.167e+00, -2.454e+01, -3.910e+01, 8.393e+00
5.400e-03, -1.274e+00, 4.431e+00, 1.029e+03, 1.026e+03, 7.951e+01, -2.281e+01, 3.130e+02, -8.270e-02, -1.960e-01, -1.636e+00, 9.258e+00, -2.800e+00, -2.457e+01, -3.868e+01, 1.109e+01
5.600e-03, -1.520e+00, 4.318e+00, 1.029e+03, 1.026e+03, 7.748e+01, -2.722e+01, 3.110e+02, 1.566e+00, 4.541e+00, -1.632e+00, 9.080e+00, -3.337e+00, -2.452e+01, -3.769e+01, 1.324e+01
5.800e-03, -1.749e+00, 4.129e+00, 1.029e+03, 1.026e+03, 7.409e+01, -3.132e+01, 3.089e+02, 3.882e+00, 9.274e+00, -1.618e+00, 8.858e+00, -3.893e+00, -2.438e+01, -3.603e+01, 1.523e+01
6.000e-03, -1.929e+00, 3.881e+00, 1.029e+03, 1.026e+03, 6.965e+01, -3.455e+01, 3.068e+02, 6.651e+00, 1.351e+01, -1.594e+00, 8.609e+00, -4.424e+00, -2.416e+01, -3.387e+01, 1.680e+01
6.200e-03, -2.067e+00, 3.550e+00, 1.029e+03, 1.026e+03, 6.369e+01, -3.703e+01, 3.046e+02, 1.014e+01, 1.757e+01, -1.557e+00, 8.305e+00, -4.984e+00, -2.385e+01, -3.097e+01, 1.800e+01
6.400e-03, -2.130e+00, 3.211e+00, 1.029e+03, 1.026e+03, 5.761e+01, -3.816e+01, 3.026e+02, 1.353e+01, 2.060e+01, -1.515e+00, 8.006e+00, -5.463e+00, -2.352e+01, -2.801e+01, 1.856e+01
6.600e-03, -2.130e+00, 2.812e+00, 1.029e+03, 1.027e+03, 5.046e+01, -3.818e+01, 3.005e+02, 1.738e+01, 2.319e+01, -1.461e+00, 7.657e+00, -5.956e+00, -2.314e+01, -2.453e+01, 1.856e+01
6.800e-03, -2.066e+00, 2.425e+00, 1.028e+03, 1.027e+03, 4.352e+01, -3.704e+01, 2.985e+02, 2.099e+01, 2.492e+01, -1.404e+00, 7.312e+00, -6.388e+00, -2.277e+01, -2.115e+01, 1.800e+01
7.000e-03, -1.924e+00, 1.991e+00, 1.028e+03, 1.027e+03, 3.572e+01, -3.450e+01, 2.964e+02, 2.489e+01, 2.609e+01, -1.335e+00, 6.908e+00, -6.836e+00, -2.236e+01, -1.736e+01, 1.677e+01
7.200e-03, -1.724e+00, 1.584e+00, 1.028e+03, 1.027e+03, 2.842e+01, -3.092e+01, 2.944e+02, 2.838e+01, 2.650e+01, -1.263e+00, 6.506e+00, -7.233e+00, -2.201e+01, -1.381e+01, 1.503e+01
7.400e-03, -1.466e+00, 1.197e+00, 1.028e+03, 1.028e+03, 2.147e+01, -2.631e+01, 2.924e+02, 3.155e+01, 2.629e+01, -1.187e+00, 6.090e+00, -7.598e+00, -2.170e+01, -1.044e+01, 1.278e+01
7.600e-03, -1.155e+00, 8.326e-01, 1.028e+03, 1.028e+03, 1.494e+01, -2.072e+01, 2.905e+02, 3.434e+01, 2.549e+01, -1.108e+00, 5.657e+00, -7.938e+00, -2.145e+01, -7.259e+00, 1.007e+01
7.800e-03, -7.599e-01, 4.714e-01, 1.028e+03, 1.028e+03, 8.458e+00, -1.363e+01, 2.884e+02, 3.687e+01, 2.403e+01, -1.018e+00, 5.165e+00, -8.278e+00, -2.125e+01, -4.109e+00, 6.624e+00
8.000e-03, -3.373e-01, 1.697e-01, 1.028e+03, 1.028e+03, 3.044e+00, -6.051e+00, 2.864e+02, 3.869e+01, 2.213e+01, -9.305e-01, 4.678e+00, -8.572e+00, -2.114e+01, -1.479e+00, 2.940e+00
8.200e-03, 1.013e-01, -7.325e-02, 1.028e+03, 1.028e+03, -1.314e+00, 1.817e+00, 2.845e+02, 3.982e+01, 1.993e+01, -8.452e-01, 4.195e+00, -8.827e+00, -2.112e+01, 6.384e-01, -8.828e-01
8.400e-03, 5.810e-01, -2.718e-01, 1.028e+03, 1.028e+03, -4.875e+00, 1.042e+01, 2.825e+02, 4.031e+01, 1.735e+01, -7.568e-01, 3.680e+00, -9.062e+00, -2.118e+01, 2.368e+00, -5.062e+00
8.600e-03, 1.054e+00, -4.071e-01, 1.028e+03, 1.027e+03, -7.301e+00, 1.891e+01, 2.806e+02, 4.009e+01, 1.468e+01, -6.730e-01, 3.172e+00, -9.258e+00, -2.131e+01, 3.546e+00, -9.183e+00
8.800e-03, 1.507e+00, -4.835e-01, 1.028e+03, 1.027e+03, -8.671e+00, 2.702e+01, 2.788e+02, 3.922e+01, 1.206e+01, -5.953e-01, 2.679e+00, -9.418e+00, -2.151e+01, 4.211e+00, -1.312e+01
9.000e-03, 2.007e+00, -5.078e-01, 1.027e+03, 1.027e+03, -9.106e+00, 3.599e+01, 2.768e+02, 3.746e+01, 9.122e+00, -5.112e-01, 2.112e+00, -9.566e+00, -2.179e+01, 4.422e+00, -1.748e+01
9.200e-03, 2.441e+00, -4.742e-01, 1.027e+03, 1.026e+03, -8.503e+00, 4.376e+01, 2.749e+02, 3.518e+01, 6.572e+00, -4.393e-01, 1.589e+00, -9.671e+00, -2.209e+01, 4.129e+00, -2.125e+01
9.400e-03, 2.824e+00, -3.961e-01, 1.027e+03, 1.026e+03, -7.103e+00, 5.061e+01, 2.731e+02, 3.244e+01, 4.352e+00, -3.760e-01, 1.089e+00, -9.742e+00, -2.239e+01, 3.449e+00, -2.457e+01
9.600e-03, 3.192e+00, -2.679e-01, 1.027e+03, 1.026e+03, -4.803e+00, 5.720e+01, 2.713e+02, 2.895e+01, 2.279e+00, -3.148e-01, 5.516e-01, -9.789e+00, -2.273e+01, 2.332e+00, -2.777e+01
9.800e-03, 3.524e+00, -9.051e-02, 1.027e+03, 1.025e+03, -1.622e+00, 6.314e+01, 2.693e+02, 2.475e+01, 5.215e-01, -2.585e-01, -1.282e-02, -9.807e+00, -2.307e+01, 7.876e-01, -3.065e+01
1.000e-02, 3.757e+00, 8.909e-02, 1.027e+03, 1.025e+03, 1.597e+00, 6.729e+01, 2.676e+02, 2.078e+01, -5.835e-01, -2.176e-01, -4.944e-01, -9.795e+00, -2.333e+01, -7.751e-01, -3.266e+01
1.020e-02, 3.966e+00, 3.263e-01, 1.027e+03, 1.024e+03, 5.848e+00, 7.101e+01, 2.656e+02, 1.574e+01, -1.366e+00, -1.784e-01, -1.063e+00, -9.751e+00, -2.360e+01, -2.838e+00, -3.447e+01
1.040e-02, 4.085e+00, 5.503e-01, 1.027e+03, 1.024e+03, 9.862e+00, 7.314e+01, 2.638e+02, 1.105e+01, -1.545e+00, -1.526e-01, -1.566e+00, -9.683e+00, -2.378e+01, -4.786e+00, -3.550e+01
1.060e-02, 4.140e+00, 7.671e-01, 1.027e+03, 1.024e+03, 1.375e+01, 7.410e+01, 2.622e+02, 6.467e+00, -1.248e+00, -1.363e-01, -2.041e+00, -9.594e+00, -2.389e+01, -6.670e+00, -3.596e+01
1.080e-02, 4.130e+00, 1.001e+00, 1.027e+03, 1.024e+03, 1.794e+01, 7.392e+01, 2.603e+02, 1.392e+00, -3.825e-01, -1.281e-01, -2.560e+00, -9.469e+00, -2.394e+01, -8.702e+00, -3.586e+01
1.100e-02, 4.055e+00, 1.206e+00, 1.026e+03, 1.024e+03, 2.161e+01, 7.256e+01, 2.585e+02, -3.292e+00, 9.343e-01, -1.300e-01, -3.043e+00, -9.325e+00, -2.391e+01, -1.048e+01, -3.520e+01
1.120e-02, 3.912e+00, 1.393e+00, 1.026e+03, 1.024e+03, 2.495e+01, 7.000e+01, 2.567e+02, -7.914e+00, 2.768e+00, -1.419e-01, -3.531e+00, -9.152e+00, -2.380e+01, -1.210e+01, -3.396e+01
1.140e-02, 3.717e+00, 1.540e+00, 1.026e+03, 1.024e+03, 2.758e+01, 6.651e+01, 2.550e+02, -1.205e+01, 4.933e+00, -1.626e-01, -3.988e+00, -8.961e+00, -2.363e+01, -1.338e+01, -3.226e+01
1.160e-02, 3.476e+00, 1.647e+00, 1.026e+03, 1.024e+03, 2.949e+01, 6.219e+01, 2.533e+02, -1.576e+01, 7.391e+00, -1.917e-01, -4.426e+00, -8.753e+00, -2.340e+01, -1.430e+01, -3.016e+01
1.180e-02, 3.170e+00, 1.713e+00, 1.026e+03, 1.024e+03, 3.067e+01, 5.671e+01, 2.515e+02, -1.926e+01, 1.031e+01, -2.320e-01, -4.881e+00, -8.506e+00, -2.311e+01, -1.487e+01, -2.750e+01
1.200e-02, 2.862e+00, 1.727e+00, 1.026e+03, 1.024e+03, 3.091e+01, 5.121e+01, 2.499e+02, -2.191e+01, 1.309e+01, -2.755e-01, -5.275e+00, -8.267e+00, -2.282e+01, -1.499e+01, -2.483e+01
1.220e-02, 2.487e+00, 1.686e+00, 1.026e+03, 1.024e+03, 3.018e+01, 4.448e+01, 2.481e+02, -2.432e+01, 1.632e+01, -3.323e-01, -5.701e+00, -7.977e+00, -2.247e+01, -1.463e+01, -2.157e+01
1.240e-02, 2.137e+00, 1.600e+00, 1.026e+03, 1.025e+03, 2.864e+01, 3.823e+01, 2.466e+02, -2.592e+01, 1.917e+01, -3.886e-01, -6.062e+00, -7.703e+00, -2.216e+01, -1.389e+01, -1.853e+01
1.260e-02, 1.704e+00, 1.434e+00, 1.026e+03, 1.025e+03, 2.566e+01, 3.049e+01, 2.447e+02, -2.717e+01, 2.252e+01, -4.634e-01, -6.477e+00, -7.353e+00, -2.181e+01, -1.244e+01, -1.478e+01
1.280e-02, 1.366e+00, 1.257e+00, 1.026e+03, 1.025e+03, 2.250e+01, 2.443e+01, 2.432e+02, -2.763e+01, 2.497e+01, -5.261e-01, -6.785e+00, -7.065e+00, -2.157e+01, -1.091e+01, -1.184e+01
1.300e-02, 9.648e-01, 9.917e-01, 1.025e+03, 1.025e+03, 1.775e+01, 1.726e+01, 2.414e+02, -2.760e+01, 2.767e+01, -6.063e-01, -7.140e+00, -6.700e+00, -2.132e+01, -8.601e+00, -8.366e+00
1.320e-02, 6.232e-01, 7.110e-01, 1.025e+03, 1.025e+03, 1.272e+01, 1.115e+01, 2.398e+02, -2.707e+01, 2.975e+01, -6.807e-01, -7.437e+00, -6.361e+00, -2.116e+01, -6.166e+00, -5.404e+00
1.340e-02, 2.784e-01, 3.661e-01, 1.025e+03, 1.025e+03, 6.551e+00, 4.982e+00, 2.381e+02, -2.599e+01, 3.157e+01, -7.634e-01, -7.740e+00, -5.979e+00, -2.104e+01, -3.174e+00, -2.414e+00
1.360e-02, -8.491e-03, 1.820e-02, 1.025e+03, 1.025e+03, 3.256e-01, -1.519e-01, 2.366e+02, -2.459e+01, 3.279e+01, -8.400e-01, -7.998e+00, -5.618e+00, -2.101e+01, -1.578e-01, 7.361e-02
1.380e-02, -2.858e-01, -3.918e-01, 1.025e+03, 1.025e+03, -7.009e+00, -5.112e+00, 2.349e+02, -2.267e+01, 3.358e+01, -9.243e-01, -8.262e+00, -5.208e+00, -2.104e+01, 3.396e+00, 2.477e+00
1.400e-02, -4.990e-01, -7.827e-01, 1.025e+03, 1.025e+03, -1.400e+01, -8.925e+00, 2.333e+02, -2.064e+01, 3.376e+01, -1.000e+00, -8.483e+00, -4.824e+00, -2.114e+01, 6.783e+00, 4.324e+00
1.420e-02, -6.771e-01, -1.198e+00, 1.025e+03, 1.025e+03, -2.143e+01, -1.211e+01, 2.317e+02, -1.831e+01, 3.336e+01, -1.077e+00, -8.693e+00, -4.416e+00, -2.130e+01, 1.038e+01, 5.865e+00
1.440e-02, -8.063e-01, -1.604e+00, 1.025e+03, 1.024e+03, -2.869e+01, -1.441e+01, 2.302e+02, -1.589e+01, 3.239e+01, -1.148e+00, -8.879e+00, -4.009e+00, -2.151e+01, 1.390e+01, 6.982e+00
1.460e-02, -8.854e-01, -1.974e+00, 1.025e+03, 1.024e+03, -3.530e+01, -1.583e+01, 2.287e+02, -1.360e+01, 3.096e+01, -1.212e+00, -9.035e+00, -3.625e+00, -2.173e+01, 1.710e+01, 7.665e+00
1.480e-02, -9.285e-01, -2.390e+00, 1.025e+03, 1.024e+03, -4.273e+01, -1.659e+01, 2.270e+02, -1.092e+01, 2.866e+01, -1.280e+00, -9.196e+00, -3.167e+00, -2.203e+01, 2.069e+01, 8.033e+00
1.500e-02, -9.222e-01, -2.743e+00, 1.025e+03, 1.023e+03, -4.902e+01, -1.647e+01, 2.255e+02, -8.574e+00, 2.600e+01, -1.337e+00, -9.323e+00, -2.743e+00, -2.231e+01, 2.374e+01, 7.975e+00
1.520e-02, -8.771e-01, -3.052e+00, 1.024e+03, 1.023e+03, -5.455e+01, -1.566e+01, 2.240e+02, -6.459e+00, 2.294e+01, -1.386e+00, -9.429e+00, -2.328e+00, -2.258e+01, 2.641e+01, 7.582e+00
1.540e-02, -7.974e-01, -3.322e+00, 1.024e+03, 1.022e+03, -5.936e+01, -1.423e+01, 2.225e+02, -4.565e+00, 1.946e+01, -1.428e+00, -9.516e+00, -1.910e+00, -2.282e+01, 2.874e+01, 6.890e+00
1.560e-02, -6.895e-01, -3.544e+00, 1.024e+03, 1.022e+03, -6.332e+01, -1.230e+01, 2.210e+02, -2.966e+00, 1.569e+01, -1.462e+00, -9.584e+00, -1.497e+00, -2.304e+01, 3.065e+01, 5.955e+00
1.580e-02, -5.551e-01, -3.720e+00, 1.024e+03, 1.022e+03, -6.645e+01, -9.901e+00, 2.195e+02, -1.654e+00, 1.156e+01, -1.488e+00, -9.637e+00, -1.076e+00, -2.321e+01, 3.216e+01, 4.792e+00
1.600e-02, -3.978e-01, -3.844e+00, 1.024e+03, 1.022e+03, -6.865e+01, -7.094e+00, 2.180e+02, -6.738e-01, 7.098e+00, -1.507e+00, -9.672e+00, -6.439e-01, -2.333e+01, 3.322e+01, 3.433e+00
1.620e-02, -2.301e-01, -3.907e+00, 1.024e+03, 1.022e+03, -6.976e+01, -4.102e+00, 2.165e+02, -9.485e-02, 2.550e+00, -1.516e+00, -9.690e+00, -2.171e-01, -2.338e+01, 3.376e+01, 1.985e+00
1.640e-02, -5.606e-02, -3.908e+00, 1.024e+03, 1.021e+03, -6.978e+01, -9.993e-01, 2.150e+02, 8.439e-02, -2.083e+00, -1.517e+00, -9.690e+00, 2.117e-01, -2.337e+01, 3.376e+01, 4.836e-01
1.660e-02, 1.204e-01, -3.845e+00, 1.024e+03, 1.021e+03, -6.864e+01, 2.147e+00, 2.134e+02, -1.548e-01, -6.812e+00, -1.508e+00, -9.672e+00, 6.513e-01, -2.329e+01, 3.321e+01, -1.039e+00
1.680e-02, 2.588e-01, -3.743e+00, 1.024e+03, 1.021e+03, -6.682e+01, 4.614e+00, 2.122e+02, -6.693e-01, -1.063e+01, -1.493e+00, -9.643e+00, 1.014e+00, -2.317e+01, 3.233e+01, -2.232e+00
1.700e-02, 4.007e-01, -3.577e+00, 1.023e+03, 1.021e+03, -6.385e+01, 7.144e+00, 2.107e+02, -1.575e+00, -1.475e+01, -1.468e+00, -9.595e+00, 1.421e+00, -2.299e+01, 3.089e+01, -3.456e+00
1.720e-02, 5.254e-01, -3.350e+00, 1.023e+03, 1.022e+03, -5.979e+01, 9.368e+00, 2.092e+02, -2.846e+00, -1.875e+01, -1.434e+00, -9.529e+00, 1.839e+00, -2.275e+01, 2.892e+01, -4.531e+00
1.740e-02, 6.149e-01, -3.095e+00, 1.023e+03, 1.022e+03, -5.525e+01, 1.096e+01, 2.079e+02, -4.276e+00, -2.211e+01, -1.395e+00, -9.453e+00, 2.222e+00, -2.251e+01, 2.672e+01, -5.303e+00
1.760e-02, 6.789e-01, -2.778e+00, 1.023e+03, 1.022e+03, -4.959e+01, 1.211e+01, 2.064e+02, -6.040e+00, -2.532e+01, -1.346e+00, -9.355e+00, 2.628e+00, -2.222e+01, 2.398e+01, -5.856e+00
1.780e-02, 7.047e-01, -2.459e+00, 1.023e+03, 1.022e+03, -4.389e+01, 1.257e+01, 2.051e+02, -7.787e+00, -2.780e+01, -1.296e+00, -9.252e+00, 2.992e+00, -2.196e+01, 2.122e+01, -6.079e+00
1.800e-02, 6.950e-01, -2.079e+00, 1.023e+03, 1.022e+03, -3.712e+01, 1.240e+01, 2.036e+02, -9.803e+00, -3.003e+01, -1.235e+00, -9.125e+00, 3.384e+00, -2.168e+01, 1.795e+01, -5.996e+00
1.820e-02, 6.462e-01, -1.691e+00, 1.023e+03, 1.022e+03, -3.019e+01, 1.153e+01, 2.022e+02, -1.179e+01, -3.166e+01, -1.170e+00, -8.986e+00, 3.758e+00, -2.143e+01, 1.460e+01, -5.575e+00
1.840e-02, 5.660e-01, -1.321e+00, 1.023e+03, 1.022e+03, -2.359e+01, 1.010e+01, 2.009e+02, -1.358e+01, -3.269e+01, -1.107e+00, -8.845e+00, 4.096e+00, -2.124e+01, 1.140e+01, -4.883e+00
1.860e-02, 4.273e-01, -8.748e-01, 1.023e+03, 1.023e+03, -1.561e+01, 7.627e+00, 1.994e+02, -1.561e+01, -3.330e+01, -1.029e+00, -8.661e+00, 4.490e+00, -2.106e+01, 7.547e+00, -3.687e+00
1.880e-02, 2.742e-01, -4.977e-01, 1.023e+03, 1.023e+03, -8.883e+00, 4.894e+00, 1.981e+02, -1.717e+01, -3.331e+01, -9.601e-01, -8.492e+00, 4.817e+00, -2.096e+01, 4.294e+00, -2.365e+00
1.900e-02, 7.912e-02, -1.078e-01, 1.023e+03, 1.023e+03, -1.924e+00, 1.412e+00, 1.968e+02, -1.860e+01, -3.282e+01, -8.861e-01, -8.300e+00, 5.154e+00, -2.090e+01, 9.299e-01, -6.824e-01
1.920e-02, -1.485e-01, 2.689e-01, 1.022e+03, 1.022e+03, 4.799e+00, -2.650e+00, 1.954e+02, -1.976e+01, -3.183e+01, -8.111e-01, -8.093e+00, 5.485e+00, -2.091e+01, -2.319e+00, 1.281e+00
1.940e-02, -3.753e-01, 5.870e-01, 1.022e+03, 1.022e+03, 1.047e+01, -6.696e+00, 1.942e+02, -2.051e+01, -3.055e+01, -7.445e-01, -7.896e+00, 5.774e+00, -2.097e+01, -5.061e+00, 3.236e+00
1.960e-02, -6.506e-01, 9.163e-01, 1.022e+03, 1.022e+03, 1.635e+01, -1.161e+01, 1.929e+02, -2.098e+01, -2.871e+01, -6.713e-01, -7.663e+00, 6.088e+00, -2.109e+01, -7.899e+00, 5.607e+00
1.980e-02, -9.325e-01, 1.202e+00, 1.022e+03, 1.022e+03, 2.145e+01, -1.663e+01, 1.915e+02, -2.103e+01, -2.656e+01, -6.029e-01, -7.425e+00, 6.383e+00, -2.125e+01, -1.036e+01, 8.035e+00
2.000e-02, -1.206e+00, 1.438e+00, 1.022e+03, 1.022e+03, 2.565e+01, -2.151e+01, 1.903e+02, -2.069e+01, -2.427e+01, -5.417e-01, -7.192e+00, 6.650e+00, -2.144e+01, -1.239e+01, 1.039e+01
2.020e-02, -1.509e+00, 1.656e+00, 1.022e+03, 1.021e+03, 2.953e+01, -2.690e+01, 1.890e+02, -1.986e+01, -2.151e+01, -4.790e-01, -6.924e+00, 6.932e+00, -2.167e+01, -1.426e+01, 1.299e+01
2.040e-02, -1.804e+00, 1.827e+00, 1.022e+03, 1.021e+03, 3.258e+01, -3.216e+01, 1.876e+02, -1.856e+01, -1.858e+01, -4.221e-01, -6.649e+00, 7.201e+00, -2.192e+01, -1.573e+01, 1.553e+01
2.060e-02, -2.055e+00, 1.939e+00, 1.022e+03, 1.021e+03, 3.457e+01, -3.661e+01, 1.864e+02, -1.703e+01, -1.591e+01, -3.773e-01, -6.397e+00, 7.428e+00, -2.213e+01, -1.670e+01, 1.768e+01
2.080e-02, -2.332e+00, 2.025e+00, 1.022e+03, 1.020e+03, 3.610e+01, -4.154e+01, 1.851e+02, -1.476e+01, -1.269e+01, -3.312e-01, -6.090e+00, 7.683e+00, -2.237e+01, -1.744e+01, 2.006e+01
2.100e-02, -2.553e+00, 2.059e+00, 1.022e+03, 1.020e+03, 3.671e+01, -4.548e+01, 1.838e+02, -1.237e+01, -9.868e+00, -2.974e-01, -5.810e+00, 7.899e+00, -2.256e+01, -1.773e+01, 2.196e+01
2.120e-02, -2.745e+00, 2.055e+00, 1.022e+03, 1.020e+03, 3.664e+01, -4.889e+01, 1.826e+02, -9.653e+00, -7.138e+00, -2.708e-01, -5.525e+00, 8.102e+00, -2.271e+01, -1.769e+01, 2.360e+01
2.140e-02, -2.902e+00, 2.017e+00, 1.021e+03, 1.019e+03, 3.595e+01, -5.169e+01, 1.814e+02, -6.677e+00, -4.560e+00, -2.518e-01, -5.236e+00, 8.292e+00, -2.282e+01, -1.735e+01, 2.495e+01
2.160e-02, -3.031e+00, 1.939e+00, 1.021e+03, 1.019e+03, 3.455e+01, -5.398e+01, 1.801e+02, -3.187e+00, -1.965e+00, -2.395e-01, -4.917e+00, 8.485e+00, -2.289e+01, -1.668e+01, 2.606e+01
