# Time,     alpha,      beta,     p,      q,      r,    MX,     MY,     MZ 
2.000e-04, 0.000e+00, 0.000e+00, 1.032e+03, 0.000e+00, 0.000e+00, -0.000e+00, -0.000e+00, 0.000e+00
2.000e-04, 1.067e-10, 0.000e+00, 1.032e+03, 0.000e+00, 1.921e-09, -0.000e+00, -3.030e-11, 0.000e+00
2.000e-04, 2.134e-10, 0.000e+00, 1.032e+03, 0.000e+00, 3.843e-09, -0.000e+00, -6.059e-11, 0.000e+00
2.000e-04, 4.720e-07, 0.000e+00, 1.032e+03, 0.000e+00, 8.501e-06, -0.000e+00, -1.340e-07, 0.000e+00
2.000e-04, 4.720e-07, 0.000e+00, 1.032e+03, 0.000e+00, 8.501e-06, -0.000e+00, -1.340e-07, 0.000e+00
2.000e-04, 9.438e-07, 0.000e+00, 1.032e+03, 0.000e+00, 1.700e-05, -0.000e+00, -2.680e-07, 0.000e+00
2.000e-04, 9.438e-07, 0.000e+00, 1.032e+03, 0.000e+00, 1.700e-05, -0.000e+00, -2.680e-07, 0.000e+00
2.000e-04, 1.416e-06, 0.000e+00, 1.032e+03, 0.000e+00, 2.550e-05, -0.000e+00, -4.020e-07, 0.000e+00
2.000e-04, 1.416e-06, 0.000e+00, 1.032e+03, 0.000e+00, 2.550e-05, -0.000e+00, -4.020e-07, 0.000e+00
2.000e-04, 6.133e-06, 0.000e+00, 1.032e+03, 0.000e+00, 1.105e-04, -0.000e+00, -1.742e-06, 0.000e+00
2.000e-04, 6.133e-06, 0.000e+00, 1.032e+03, 0.000e+00, 1.105e-04, -0.000e+00, -1.742e-06, 0.000e+00
2.000e-04, 4.121e-06, 0.000e+00, 1.032e+03, 0.000e+00, 7.423e-05, -0.000e+00, -1.170e-06, 0.000e+00
2.000e-04, 4.121e-06, 0.000e+00, 1.032e+03, 0.000e+00, 7.423e-05, -0.000e+00, -1.170e-06, 0.000e+00
2.000e-04, 1.957e-06, 0.000e+00, 1.032e+03, 0.000e+00, 3.524e-05, -0.000e+00, -5.557e-07, 0.000e+00
2.000e-04, 1.957e-06, 0.000e+00, 1.032e+03, 0.000e+00, 3.524e-05, -0.000e+00, -5.557e-07, 0.000e+00
2.000e-04, 2.498e-06, 0.000e+00, 1.032e+03, 0.000e+00, 4.499e-05, -0.000e+00, -7.093e-07, 0.000e+00
2.000e-04, 2.498e-06, 0.000e+00, 1.032e+03, 0.000e+00, 4.499e-05, -0.000e+00, -7.093e-07, 0.000e+00
2.000e-04, 3.039e-06, 0.000e+00, 1.032e+03, 0.000e+00, 5.474e-05, -0.000e+00, -8.630e-07, 0.000e+00
2.000e-04, 3.580e-06, 0.000e+00, 1.032e+03, 0.000e+00, 6.448e-05, -0.000e+00, -1.017e-06, 0.000e+00
2.000e-04, 4.662e-06, 0.000e+00, 1.032e+03, 0.000e+00, 8.398e-05, -0.000e+00, -1.324e-06, 0.000e+00
2.000e-04, 5.745e-06, 0.000e+00, 1.032e+03, 0.000e+00, 1.035e-04, -0.000e+00, -1.631e-06, 0.000e+00
2.000e-04, 6.827e-06, 0.000e+00, 1.032e+03, 0.000e+00, 1.230e-04, -0.000e+00, -1.939e-06, 0.000e+00
2.000e-04, 7.909e-06, 0.000e+00, 1.032e+03, 0.000e+00, 1.425e-04, -0.000e+00, -2.246e-06, 0.000e+00
2.000e-04, 8.991e-06, 0.000e+00, 1.032e+03, 0.000e+00, 1.619e-04, -0.000e+00, -2.553e-06, 0.000e+00
2.000e-04, 1.981e-05, 0.000e+00, 1.032e+03, 0.000e+00, 3.568e-04, -0.000e+00, -5.624e-06, 0.000e+00
2.000e-04, 1.981e-05, 0.000e+00, 1.032e+03, 0.000e+00, 3.568e-04, -0.000e+00, -5.624e-06, 0.000e+00
2.000e-04, 3.063e-05, 0.000e+00, 1.032e+03, 0.000e+00, 5.516e-04, -0.000e+00, -8.692e-06, 0.000e+00
2.000e-04, 3.063e-05, 0.000e+00, 1.032e+03, 0.000e+00, 5.516e-04, -0.000e+00, -8.692e-06, 0.000e+00
2.000e-04, 4.143e-05, 0.000e+00, 1.032e+03, 0.000e+00, 7.463e-04, -0.000e+00, -1.176e-05, 0.000e+00
2.000e-04, 4.143e-05, 0.000e+00, 1.032e+03, 0.000e+00, 7.463e-04, -0.000e+00, -1.176e-05, 0.000e+00
2.000e-04, 5.224e-05, 0.000e+00, 1.032e+03, 0.000e+00, 9.408e-04, -0.000e+00, -1.482e-05, 0.000e+00
2.000e-04, 5.224e-05, 0.000e+00, 1.032e+03, 0.000e+00, 9.408e-04, -0.000e+00, -1.482e-05, 0.000e+00
2.000e-04, 6.303e-05, 0.000e+00, 1.032e+03, 0.000e+00, 1.135e-03, -0.000e+00, -1.788e-05, 0.000e+00
2.000e-04, 6.303e-05, 0.000e+00, 1.032e+03, 0.000e+00, 1.135e-03, -0.000e+00, -1.788e-05, 0.000e+00
2.000e-04, 9.131e-05, 0.000e+00, 1.032e+03, 0.000e+00, 1.645e-03, -0.000e+00, -2.588e-05, 0.000e+00
2.000e-04, 9.131e-05, 0.000e+00, 1.032e+03, 0.000e+00, 1.645e-03, -0.000e+00, -2.588e-05, 0.000e+00
2.000e-04, 8.535e-05, 0.000e+00, 1.032e+03, 0.000e+00, 1.537e-03, -0.000e+00, -2.420e-05, 0.000e+00
2.000e-04, 8.535e-05, 0.000e+00, 1.032e+03, 0.000e+00, 1.537e-03, -0.000e+00, -2.420e-05, 0.000e+00
2.000e-04, 1.076e-04, 0.000e+00, 1.032e+03, 0.000e+00, 1.938e-03, -0.000e+00, -3.049e-05, 0.000e+00
2.000e-04, 1.076e-04, 0.000e+00, 1.032e+03, 0.000e+00, 1.938e-03, -0.000e+00, -3.049e-05, 0.000e+00
2.000e-04, 1.298e-04, 0.000e+00, 1.032e+03, 0.000e+00, 2.338e-03, -0.000e+00, -3.677e-05, 0.000e+00
2.000e-04, 1.298e-04, 0.000e+00, 1.032e+03, 0.000e+00, 2.338e-03, -0.000e+00, -3.677e-05, 0.000e+00
4.000e-04, 1.086e-04, 0.000e+00, 1.032e+03, 0.000e+00, 1.956e-03, -0.000e+00, -3.077e-05, 0.000e+00
4.000e-04, 1.086e-04, 0.000e+00, 1.032e+03, 0.000e+00, 1.956e-03, -0.000e+00, -3.077e-05, 0.000e+00
4.000e-04, 1.086e-04, 0.000e+00, 1.032e+03, 0.000e+00, 1.956e-03, -0.000e+00, -3.077e-05, 0.000e+00
4.000e-04, 1.091e-04, 0.000e+00, 1.032e+03, 0.000e+00, 1.964e-03, -0.000e+00, -3.090e-05, 0.000e+00
4.000e-04, 1.091e-04, 0.000e+00, 1.032e+03, 0.000e+00, 1.964e-03, -0.000e+00, -3.090e-05, 0.000e+00
4.000e-04, 1.095e-04, 0.000e+00, 1.032e+03, 0.000e+00, 1.973e-03, -0.000e+00, -3.104e-05, 0.000e+00
