# Time,     alpha,      beta,     p,      q,      r,    MX,     MY,     MZ 
2.000e-04, 1.298e-04, 0.000e+00, 1.032e+03, 0.000e+00, 2.338e-03, -0.000e+00, -3.677e-05, 0.000e+00
4.000e-04, 2.371e-04, 0.000e+00, 1.032e+03, 0.000e+00, 4.269e-03, -0.000e+00, -6.699e-05, 0.000e+00
6.000e-04, 3.202e-04, 0.000e+00, 1.032e+03, 0.000e+00, 5.765e-03, -0.000e+00, -9.030e-05, 0.000e+00
8.000e-04, 4.208e-04, 0.000e+00, 1.032e+03, 0.000e+00, 7.577e-03, -0.000e+00, -1.184e-04, 0.000e+00
1.000e-03, 5.149e-04, 0.000e+00, 1.032e+03, 0.000e+00, 9.270e-03, -0.000e+00, -1.445e-04, 0.000e+00
1.200e-03, 6.081e-04, 0.000e+00, 1.031e+03, 0.000e+00, 1.095e-02, -0.000e+00, -1.702e-04, 0.000e+00
1.400e-03, 6.852e-04, 0.000e+00, 1.031e+03, 0.000e+00, 1.233e-02, -0.000e+00, -1.913e-04, 0.000e+00
1.600e-03, 7.537e-04, 0.000e+00, 1.031e+03, 0.000e+00, 1.357e-02, -0.000e+00, -2.099e-04, 0.000e+00
1.800e-03, 8.125e-04, 0.000e+00, 1.031e+03, 0.000e+00, 1.462e-02, -0.000e+00, -2.256e-04, 0.000e+00
2.000e-03, 8.601e-04, 0.000e+00, 1.031e+03, 0.000e+00, 1.548e-02, -0.000e+00, -2.381e-04, 0.000e+00
2.200e-03, 8.962e-04, 0.000e+00, 1.031e+03, 0.000e+00, 1.613e-02, -0.000e+00, -2.473e-04, 0.000e+00
2.400e-03, 9.208e-04, 0.000e+00, 1.031e+03, 0.000e+00, 1.657e-02, -0.000e+00, -2.532e-04, 0.000e+00
2.600e-03, 9.334e-04, 0.000e+00, 1.031e+03, 0.000e+00, 1.679e-02, -0.000e+00, -2.557e-04, 0.000e+00
2.800e-03, 9.345e-04, 0.000e+00, 1.031e+03, 0.000e+00, 1.681e-02, -0.000e+00, -2.549e-04, 0.000e+00
3.000e-03, 9.235e-04, 0.000e+00, 1.031e+03, 0.000e+00, 1.661e-02, -0.000e+00, -2.507e-04, 0.000e+00
3.200e-03, 9.005e-04, 0.000e+00, 1.031e+03, 0.000e+00, 1.620e-02, -0.000e+00, -2.431e-04, 0.000e+00
3.400e-03, 8.658e-04, 0.000e+00, 1.030e+03, 0.000e+00, 1.557e-02, -0.000e+00, -2.322e-04, 0.000e+00
3.600e-03, 8.197e-04, 0.000e+00, 1.030e+03, 0.000e+00, 1.474e-02, -0.000e+00, -2.181e-04, 0.000e+00
3.800e-03, 7.638e-04, 0.000e+00, 1.030e+03, 0.000e+00, 1.374e-02, -0.000e+00, -2.014e-04, 0.000e+00
4.000e-03, 6.987e-04, 0.000e+00, 1.030e+03, 0.000e+00, 1.256e-02, -0.000e+00, -1.821e-04, 0.000e+00
4.200e-03, 6.313e-04, 0.000e+00, 1.030e+03, 0.000e+00, 1.135e-02, -0.000e+00, -1.624e-04, 0.000e+00
4.400e-03, 5.508e-04, 0.000e+00, 1.030e+03, 0.000e+00, 9.903e-03, -0.000e+00, -1.389e-04, 0.000e+00
4.600e-03, 4.640e-04, 0.000e+00, 1.030e+03, 0.000e+00, 8.340e-03, -0.000e+00, -1.138e-04, 0.000e+00
4.800e-03, 3.729e-04, 0.000e+00, 1.030e+03, 0.000e+00, 6.703e-03, -0.000e+00, -8.763e-05, 0.000e+00
5.000e-03, 2.570e-04, 0.000e+00, 1.030e+03, 0.000e+00, 4.619e-03, -0.000e+00, -5.448e-05, 0.000e+00
